a_cid,b_cid,a_size,b_size,fuzz,merge,confidence,reason
7064,11336,2,2,61.111111111111114,NO,0.95,Different brands (ASDA/Tesco own-brand vs Lotus Biscoff branded) and different flavours (Almond & Caramel vs Biscoff Cream). Core products are distinct.
7108,10621,2,2,75.0,NO,0.95,"Different brands (Cadbury vs own-brand Morrisons/Tesco), different product types (chocolate bars vs chocolate beans), and different weights (85g vs 75g). These "
6541,12265,2,2,61.29032258064516,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6501,10479,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7165,10513,2,2,64.0,NO,0.95,"Different product types: Cluster A is chocolate buttons/candy (confectionery), Cluster B is instant hot chocolate drink powder. Different formats, purposes, and"
7165,11376,2,2,90.14084507042253,NO,0.95,Different brands (Galaxy vs Revels) and different weights (217-220g vs 200-205g). These are distinct chocolate products despite both being sharing pouches.
6978,11423,2,2,70.4225352112676,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6491,10385,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7398,10308,2,2,90.56603773584905,NO,0.95,Different brands (ASDA/Tesco own-brand vs Duerr's branded) and different cut styles (Thick Cut vs Fine Cut) indicate distinct products despite both being Sevill
6563,12345,2,2,82.35294117647058,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7057,11420,2,2,61.53846153846154,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6625,9146,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7398,10473,2,2,75.40983606557377,NO,0.95,"Different brands (ASDA/Tesco own-brand vs Mackays), different variety (Dark Seville Orange vs Vintage Orange), different flavour profiles and recipes"
6988,11423,2,2,63.829787234042556,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7039,12191,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7108,11345,2,2,81.25,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7108,10638,2,2,77.77777777777777,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7702,12693,2,2,66.66666666666666,NO,0.95,"Cluster A is ground ginger (dry spice), Cluster B is ginger paste (wet condiment). Different product types and formats, despite similar weights."
7484,12638,2,2,60.60606060606061,NO,0.98,"Different brands (Meridian vs Naturya), different core products (peanut butter vs chia seeds), different flavours (strawberry peanut butter vs chia+strawberry)."
7784,10593,2,2,69.76744186046511,NO,0.95,Different fish varieties (sprats vs herrings) and different weights (170g vs 145-160g). Sprats and herring are distinct fish species with different core product
7258,11345,2,2,75.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7749,12762,2,2,64.70588235294117,NO,0.95,"Different brands (Ashoka vs Kohinoor), different weights (280g vs 300g), and different variety names (Dal Tadka vs Dal Tarka)"
7173,12413,2,2,84.84848484848484,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7823,12847,2,2,66.66666666666666,NO,0.95,Different brands (Ulker vs Fulfil) and different varieties (Albeni vs Chocolate Hazelnut Whip). Both 40g but core products are distinct.
7293,11435,2,2,85.71428571428571,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7672,12468,2,2,60.0,NO,0.99,"Different core products: Cluster A is ground turmeric (spice), Cluster B is ground almonds (nut product). Completely different ingredients and categories."
7263,10638,2,2,77.77777777777777,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7293,11427,2,2,71.23287671232876,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7398,10398,2,2,71.11111111111111,NO,0.95,Different brands (ASDA/Tesco own-brand vs Mackays) and different varieties (Dark Seville Orange vs Dundee Orange). These are distinct products.
7374,10307,2,2,75.67567567567568,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8284,9708,2,2,66.66666666666666,NO,0.95,"Different brands and flavours. Cluster A is McCoy's Ridge Cut Sizzling King Prawn (branded), Cluster B is own-brand Meaty crisps (Morrisons/Tesco). King Prawn a"
7651,12143,2,2,60.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7656,12468,2,2,60.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8757,12191,2,2,63.91752577319588,NO,0.95,"Different product varieties: Cluster A is 'Salted Caramel Milk Chocolate Sharing Bar' (135g), Cluster B is 'Minstrels Milk Chocolate Buttons Pouch' (125g). Diff"
7702,12468,2,2,60.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7758,12968,2,2,77.55102040816327,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8856,14159,2,2,69.56521739130434,NO,0.95,"Different flavours: 'Cool Breeze' (Cluster A) vs 'Bubblemint' (Cluster B). Despite similar weights and pack counts, the core product variety differs."
7727,9830,2,2,79.06976744186046,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8912,11843,2,2,76.19047619047619,NO,0.95,"Different brands: Cluster A is M&M's branded chocolate eggs; Cluster B is own-brand Mini Eggs (Morrisons and Sainsbury's). Despite same weight (80g), the brand "
7765,12927,2,2,72.72727272727272,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7792,12927,2,2,73.91304347826087,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8945,12244,2,2,60.869565217391305,NO,0.95,"Different flavours: Cluster A is Lemon Shortbread, Cluster B is Oatmeal & Raisin. Different weights/formats: Cluster A is 160-175g solid products, Cluster B inc"
7805,12499,2,2,62.06896551724138,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8987,12105,2,2,64.0,NO,0.95,"Different brands (ASDA/Tesco own-brand vs Cadbury), different product types (butter biscuits vs chocolate buttons), different varieties within Cluster B (Bournv"
7823,12957,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7823,12794,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
12600,7823,2,2,66.66666666666666,NO,0.95,"Different brands (Eat Natural vs Ulker), different flavour profiles (peanuts and chocolate protein bar vs Albeni chocolate bar), different weights (45g vs 40g),"
7823,12724,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
2855,13866,2,2,70.0,NO,0.95,"Different brands (Goodfella's vs Sainsbury's/Tesco), different flavours (Mighty Meaty Feast vs BBQ Chicken), different weights (570g/569g vs 563g/509g)"
8434,11845,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8466,12070,2,2,72.34042553191489,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8724,10417,2,2,80.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
12453,7823,2,2,62.96296296296296,NO,0.99,"Different brands: Smarties vs Ulker Albeni. These are distinct branded products from different manufacturers, not the same core product."
8405,11843,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
2988,11156,2,2,75.0,NO,0.98,"Different product types: Cluster A is sausages (x8, 300-304g), Cluster B contains burgers and balls. Different brands (Richmond vs Morrisons/Tesco), different f"
8761,10012,2,2,77.77777777777777,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8856,14160,2,2,82.75862068965517,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
2986,11232,2,2,62.22222222222222,NO,0.95,Different varieties: Cluster A is Chicken & Bacon Pasta Bake; Cluster B is Chicken Arrabbiata. Different flavour profiles and recipes mean these are not the sam
8873,12302,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8923,9852,2,2,68.18181818181819,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8896,12219,2,2,63.41463414634146,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3027,13857,2,2,85.0,NO,0.95,"Different brands (Sharwood's vs Stamford Street Co./Hearty Food Co.), different curry varieties (Tikka Masala/Korma vs generic Chicken Curry), and different wei"
3109,14179,2,2,64.28571428571428,NO,0.99,"Different brands (ASDA/Morrisons own-brand vs Haagen-Dazs), different flavours (chocolate vs strawberry & raspberry), different volumes (480ml/473ml vs 420ml)"
8961,10126,2,2,63.829787234042556,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8494,11202,2,2,60.0,NO,0.99,"Different core products: Cluster A contains chocolate torte and chocolate trifle (distinct dessert types), while Cluster B contains Oreo cheesecake (different f"
8961,10342,2,2,73.17073170731707,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
2759,11139,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3088,11144,2,2,100.0,YES,0.95,"All four products are Del Monte 100% orange ice lollies, 225ml total (3x75ml pack). Minor wording variations ('juice orange' vs 'orange', 'ice lollies' vs 'loll"
8996,13860,2,2,76.19047619047619,NO,0.95,"Different flavour profiles: Cluster A is Strawberry only, Cluster B is Strawberry & Vanilla. Despite matching volume (440ml) and pack count (4x110ml), the varie"
2986,11265,2,2,68.9655172413793,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
2888,13851,2,2,80.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
2960,14118,2,2,68.9655172413793,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
2970,11303,2,2,76.36363636363636,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3109,13898,2,2,100.0,NO,0.95,"Different brands (ASDA/Morrisons own-brand vs Ben & Jerry's), different flavours (Choc Chimp/Chocolate vs Chocolate Fudge Brownie/Phish Food), and different vol"
6747,9095,2,2,78.125,NO,0.99,Different flavours (Raspberry Coconut vs Vanilla Custard) and different weights (350g vs 400g). These are distinct products.
3049,13857,2,2,70.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3049,13851,2,2,70.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
5587,13549,2,2,67.53246753246754,NO,0.95,"Different brands (Glorious vs BOL), different weights (550g vs 600g), and different formulations (Coconut Daal vs Lentil Daal Protein Power Soup)"
5866,11106,2,2,80.0,NO,0.95,Different brands (Asda/Sainsbury's own-brand vs Warburtons branded) and different varieties (plain White Bread vs Half And Half). Half And Half is a distinct pr
3099,11314,2,2,61.111111111111114,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3191,11280,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
5950,14182,2,2,65.38461538461539,NO,0.95,"Different core products: Cluster A contains a Swiss Roll and Chocolate Coated Raisins (confectionery/snacks), while Cluster B contains Mini Chocolate Cupcakes ("
3109,14117,2,2,64.28571428571428,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3053,13851,2,2,81.08108108108108,NO,0.95,"Different brands (Gino's vs Sainsbury's vs Hearty Food Co.), different weights (500g vs 450g), and different product varieties (Battered vs Chicken Breast vs Br"
8616,11202,2,2,80.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
5686,9055,2,2,100.0,NO,0.95,"Different brands (Hartley's vs Morrisons/Tesco own-brand), different flavours (Cherry Bakewell Tart Jelly vs Bakewell Tarts), different weights (170-175g vs 190"
8878,13862,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
5866,11096,2,2,62.5,NO,0.95,"Different varieties: Cluster A is plain white bread, Cluster B is oat & barley bread. Variety/flavour mismatch means these are not the same core product."
8996,14179,2,2,86.95652173913044,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
5606,13517,2,2,68.42105263157895,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6739,14018,2,2,62.5,NO,0.95,"Different core products: Cluster A is milk chocolate rice cakes (100g single item), Cluster B is chocolate chip cashew bars (90g, 3-pack). Different product typ"
6739,14037,2,2,71.7948717948718,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
