ensemble_cluster_id,cluster_size,missing_sm,match_letter,picked_idx,confidence,reason,n_candidates
8961,2,Tesco,NONE,,0.95,Cluster is specifically 'Tomato & Three Bean Soup' (key ingredient: three beans). Candidate A is Tomato & Basil (different variety). B is Green Lentil & Tomato ,8
8936,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8966,2,Morrisons,NONE,,0.95,"The cluster is B. INK brand rosé wine. None of the Morrison's candidates are B. INK brand. All candidates are different brands (I Heart, Morrisons The Best, Bij",8
8944,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8964,2,Morrisons,NONE,,0.95,The cluster is 'Options Winter Edition Belgian Choc Praline' at 220g. Candidate B is 'Options Hazelnut Praline' which is a different flavour (Hazelnut vs Belgia,8
8943,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8945,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8973,3,Sains,NONE,,0.95,"Cluster contains own-brand Red Leicester cheese (ASDA, Morrisons, Tesco) at 340-400g. Candidate A is Cathedral City brand (different brand), B and C are sandwic",8
8945,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8949,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8956,2,Sains,NONE,,0.95,"Cluster is Orchard Pig Reveller brand cider. All candidates are either different brands (Sainsbury's, Malvern Gold, Dunkertons, Badger, Whispering Angel, Brita)",8
8971,2,Morrisons,NONE,,0.95,"Cluster is cholesterol-lowering/reducing yogurt drinks (600g, 6x100g pack). Candidate A is yogurt pouches (530g, different weight and pack format). No other can",8
8979,3,Morrisons,NONE,,0.95,Cluster is smoked gammon joints (pork). Candidate E is unsmoked gammon (wrong variety - unsmoked vs smoked). No other candidates are gammon products at all.,8
8952,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8957,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8956,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8980,3,Sains,NONE,,0.95,"Cluster is Double Gloucester cheese (specific variety). No candidate is Double Gloucester - A is Edam, B is Red Leicester, C and F are Cruncher varieties, E is ",8
8961,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8963,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8964,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8971,2,Sains,E,47826.0,0.85,"Benecol Peach is a branded cholesterol-lowering yogurt drink with peach flavor, matching the core product category and key attributes of the cluster. While pack",8
8981,3,Tesco,A,56884.0,0.85,Lancashire Cheese variety match. Weight difference (190g vs 250g) is minor variation across retailers; core product (Lancashire Cheese) is identical across clus,8
8966,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8970,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8959,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8972,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9002,3,Sains,NONE,,0.95,Cluster contains The Vegetarian Butcher vegan chicken fillets (200g). Candidate B is The Vegetarian Butcher but different variety (Impeckable vs Hentastic) and ,8
8972,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8996,2,Tesco,NONE,,0.95,"No candidate matches all core attributes: strawberry flavor, 4-pack, 110ml per cone (440ml total). Option A has strawberry but different flavor mix (strawberry ",8
8974,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8978,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9011,2,Tesco,NONE,,0.95,"Cluster is Solero Exotic (branded product, specific brand), 900ml. Candidate A is Tesco own-brand Tropical Sorbet, different brand and different variety/flavour",8
8999,3,Sains,NONE,,0.95,"Cluster is Neapolitan ice cream sandwiches/wafers (720ml, 8-pack). No Sainsbury's candidate matches this specific variety, flavour (Neapolitan), format (sandwic",8
8982,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8983,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8983,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8987,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8987,2,Sains,NONE,,0.95,"Cluster is DARK Chocolate Butter Biscuits 125g. All candidates are either different flavours (milk chocolate, white chocolate, coconut & hazelnut), different br",8
8989,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8991,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9003,2,Morrisons,NONE,,0.95,The cluster is Wafer Thin Honey Roast Ham at 400g. No Morrisons candidate matches this specific variety and weight combination. F and G are thin ham products bu,8
9016,2,Sains,A,45942.0,0.85,"Sainsbury's Butcher's choice Cumberland British Pork Sausage x8 454g matches the cluster's core product (Cumberland sausages, 454g pack) despite being own-brand",8
8991,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8995,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
8996,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9014,2,ASDA,NONE,,0.95,"No candidate matches Alpro Barista Coconut Milk. A & D are juice drinks, B & E are non-beverages, C is coconut water not milk, F is kombucha, G is yogurt drink,",8
8997,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9026,2,Sains,NONE,,0.95,"Cluster is Skinny Brands Lager 4% ABV (branded lager). Candidate H is Jubel Beer (different brand, different product). No candidates match the Skinny Brands Lag",8
8997,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9027,2,ASDA,NONE,,0.95,"No candidate matches the Deliciously Ella Double Chocolate Caramel Cups brand and flavour. H is closest (similar cup format) but different brand (Pip & Nut), di",8
9004,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9008,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9011,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9019,2,Sains,NONE,,0.95,"Cluster is 'Free From Cream Crunchies' (175-180g), a specific gluten-free product. No Sainsbury's candidate matches this exact variety/product line. Closest opt",8
9014,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9003,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9015,2,Sains,NONE,,0.95,"Cluster contains plain thick pork sausages (Morrisons The Best, Tesco Free From). All candidates are either different brands (Heck, Jolly Hog, Tariq), different",8
9026,2,ASDA,NONE,,0.95,"No candidate matches Skinny Brands Lager 4% in brand, variety, and volume. F is a different brand lager (Champigneulles). H contains 'Skinny' in name but is a m",8
9012,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9015,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9033,3,ASDA,NONE,,0.95,"Cluster is Promise brand multigrain loaf (475-480g). No ASDA candidate matches: A is cereal hoops, B is different brand/type, C is cereal, D is granola, E-F are",8
9034,2,Sains,NONE,,0.95,"The cluster contains Alpro 'This Is Not Milk' Whole Oat Drink 750ml. Candidate C and G are Alpro Barista variants (different variety), and E is a different prod",8
9020,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9020,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9019,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9036,3,ASDA,NONE,,0.95,"Cluster contains Promise brand gluten-free soft white loaves (480g). No ASDA candidate matches: A is 50/50 loaf (different variety), B is seeded (different vari",8
9024,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9023,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9016,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9022,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9046,2,Tesco,NONE,,0.95,"Cluster is Henderson's Relish 284ml (branded condiment). Candidate A is Tesco Fire Pit Burger Relish 315g (different brand, different variety, different size). ",8
9050,3,ASDA,NONE,,0.95,"Cluster is Free From Vegetable Gravy Granules 170g. Candidate B is Vegetable Bouillon Mix (different product type), and no other candidates match the specific v",8
9028,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9027,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9054,2,Sains,NONE,,0.95,"The cluster is Nairn's Gluten Free Ginger Biscuit Breaks 160g. None of the candidates match: A and B are oat biscuits (different variety), C and G are flatbread",8
9028,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9029,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9031,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9059,3,ASDA,NONE,,0.99,"Cluster is Nairns Gluten Free Oatcakes (branded, ~210-213g). Candidate B is ASDA Free From Plain Crackers (different brand, different product type - crackers vs",8
9035,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9058,2,ASDA,NONE,,0.95,"Cluster is BFree Stone Baked Pitta Breads (4x55g, 220g total). No ASDA candidate matches this brand, product type, or specifications. All candidates are differe",8
9034,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9037,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9040,3,ASDA,NONE,,0.95,"Cluster contains whole milk products (lactose-free and Jersey varieties, 1000ml). Candidates A, B, F are milk frothers (different product category). C is pea mi",8
9039,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9046,2,ASDA,NONE,,0.95,"Cluster is Henderson's Relish 284ml (branded condiment). Candidates A-H include blenders, kitchen appliances, and different relish/preserve products. No candida",8
9037,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",5
9068,3,ASDA,NONE,,0.99,"Cluster is Arla Jord oat drink (plant-based milk alternative). All ASDA candidates are juice drinks, yogurt drinks, or unrelated products. No oat drink match pr",8
9042,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9049,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9043,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9072,2,Sains,C,37758.0,0.95,"Same brand (Moo Free), same weight (20g), same format (chocolate bar). Only difference is flavour (Original vs Fizzy Orange), but cluster shows Original variety",8
9067,2,ASDA,NONE,,0.99,"Cluster is semi-skimmed milk (1000ml). Candidates A-H are milkshake mixes, mugs, frothers, and wines - none match the core product of plain milk.",8
9054,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9055,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9067,2,Sains,NONE,,0.95,"Cluster is Lactofree semi-skimmed milk (1000ml). Candidate A is organic skimmed milk (1136ml, different fat content and no lactofree). No other candidates are m",8
9053,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9056,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9055,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9060,3,ASDA,A,2421.0,0.95,"Same brand (Doves Farm FREEE line), same variety (self-raising white flour), same weight (1000g), gluten-free matches the cluster's gluten-free variant",8
9061,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9062,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",1
9063,2,ASDA,NONE,,0.95,"Cluster is Cathedral City Dairy Free cheese (280g). No ASDA candidates match - none are cheese products, all are either desserts, kitchenware, or other foods (c",8
9085,3,ASDA,A,15774.0,0.85,ASDA Extra Special Vanilla Crown 2 Pack matches the cluster's core product: vanilla-flavored ice cream in a 2-pack crown format. All three cluster items are van,8
9061,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9064,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9063,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9083,3,Sains,NONE,,0.95,"Cluster is lemon cake slices (4-5 pack, 80-150g). Candidate E (Lemon Curd Cake Bakes x4) is closest but differs in flavor specificity (curd vs plain lemon), pac",8
9091,2,Tesco,NONE,,0.95,"Cluster is Nomo brand caramel & sea salt chocolate buttons 110g. All Tesco candidates are either different brands (Tesco own-brand), different flavours, differe",8
9071,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9064,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9092,2,ASDA,A,12434.0,0.85,"Crave brand chocolate hazelnut spread, similar weight (220g vs 225-250g cluster), same core product variety despite minor weight variation and 'Sir Spread a Lot",8
9072,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9094,2,ASDA,NONE,,0.95,"Cluster is Crave The Big Dipper 48g (branded chocolate/snack product). Candidates A-H are all baking supplies (cupcake cases, cake liners, scales, decorations, ",8
9076,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9075,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9074,3,ASDA,NONE,,0.99,"Cluster is Oatly Oat Drink Barista Edition 500ml. No ASDA candidates are oat-based drinks or match the Oatly brand, variety, or product type. All candidates are",8
9077,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9080,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9080,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9100,2,ASDA,NONE,,0.95,No candidate matches Irwin's Together Potato Breads. The cluster specifies a branded product (Irwin's) with a specific variety (Together Potato Breads). Candida,8
9076,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9079,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9084,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9091,2,ASDA,NONE,,0.95,"Cluster is Nomo brand Caramel & Sea Salt Giant Buttons 110g. No ASDA candidate matches: all are either different brands (OMV, BAKE, Skinny Crunch), different pr",8
9102,2,Tesco,NONE,,0.95,"Candidate A is 'Soft Pitted Dates' (variety/type differs from 'Deglet Nour'), and 250g weight differs from cluster's 200g. Candidates B-H are completely differe",8
9086,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9088,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9090,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9102,2,ASDA,NONE,,0.95,"The cluster is Deglet Nour Dates (dried fruit), 200g. None of the ASDA candidates are dates or dried fruit products. The candidates are desserts, vegetables, sw",8
9101,2,ASDA,A,10408.0,0.75,"Both are fruit loafs at 400g. Cluster is branded (Irwin's), candidate is own-brand (ASDA). Own-brand fruit loaf of same weight/type qualifies as same core produ",8
9088,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9090,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9107,2,Tesco,A,57938.0,0.95,"Same brand (Tarczynski), same variety (Poultry Kabanos), same weight (105g). Candidate A explicitly states 'With Pork' which is likely the standard formulation ",8
9093,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9092,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9094,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9113,2,ASDA,A,13591.0,0.72,"Melis Pickled Peppers is a pickled/marinated pepper product in similar volume (710ml vs 700-720g). While brand differs from cluster (own-brand vs Melis), the co",8
9095,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9110,3,ASDA,NONE,,0.99,"Cluster is Tarczynski Pork Kabanos (Polish sausage). No ASDA candidate is pork kabanos. All candidates are different products (tuna, chocolate, chilli powder, c",8
9095,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9100,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9104,2,Tesco,NONE,,0.95,"Cluster is Ko-Lee Rice Vermicelli Noodles 200g. No Tesco candidate matches this brand and product type. A and F are ramen (different type), B is egg noodles (di",8
9114,2,Tesco,NONE,,0.95,"The cluster is Royal Pista Kheer (Indian dessert/sweet), 350g. None of the Tesco candidates match this brand, variety, or product type. All candidates are diffe",8
9101,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9104,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9105,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9105,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9120,3,ASDA,NONE,,0.95,"Cluster is Royal brand Chilli Chicken with Egg Fried Rice (400g). No ASDA candidate matches this specific branded product, variety, and complete meal compositio",8
9117,2,ASDA,NONE,,0.95,"Cluster is Aunty Noray's Merguez Sausage (branded, specific variety). No ASDA candidate matches: A is different brand/variety (Krakus Hunter's Pork), B-C are ba",8
9108,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9119,2,ASDA,NONE,,0.95,"Cluster is Royal Chicken Karahi & Saffron Rice (branded product, specific Indian curry dish). No ASDA candidate matches this specific branded product, variety, ",8
9109,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9107,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9109,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9112,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9111,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9114,2,ASDA,NONE,,0.95,"Cluster is Royal Pista Kheer (a dessert/sweet dish), 350g. No candidate matches this brand, variety, or product type. Option A is a curry sauce (different produ",8
9113,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9133,2,Tesco,NONE,,0.95,"Cluster is 'Hovis Original Granary' (granary bread variety). Candidate A is '7 Seeds' (different variety), B is 'Best Of Both White' (different variety and weig",8
9128,3,ASDA,A,14000.0,0.95,"Shalimar Britain's Favourite Bombay Mix 200g matches the core product: Bombay Mix variety, 200g weight, same pack count (1). Cluster contains own-brand versions",8
9124,2,Sains,NONE,,0.95,No Sainsbury's candidate matches the cluster. The cluster contains Shana brand Plain Paratha 400g products. None of the Sainsbury's candidates are Shana brand p,8
9116,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9115,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9124,2,ASDA,NONE,,0.99,"Cluster is Shana Plain Paratha (Indian flatbread), 400g. None of the ASDA candidates match: A is halva, B is party snacks, C is fajita kit, D/G are papri gathia",8
9116,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9117,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9119,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9140,3,ASDA,NONE,,0.95,Cluster is Rubicon Spring Black Cherry & Raspberry in 1320-1500ml. Candidate G is Rubicon Sparkling Mango (different flavour and 2000ml volume). No candidate ma,8
9141,2,ASDA,NONE,,0.95,"Cluster is Island Delight Jamaican Vegetable Pattie (140g), a savoury baked pastry product. All ASDA candidates are either stock cubes, soups, rice dishes, tinn",8
9122,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9118,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9123,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9144,2,ASDA,NONE,,0.95,"Cluster is natural live set yogurt 1000g. Candidate B is strawberry flavoured yogurt 750g (different flavour, different weight, different pack format). Candidat",8
9122,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9123,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9141,2,Tesco,NONE,,0.98,Cluster is Island Delight Spicy Vegetable Jamaican Pattie (a savoury baked/fried pastry product). No candidate matches this core product - all candidates are di,8
9142,3,ASDA,NONE,,0.95,"Cluster contains three DIFFERENT core products (pitta bread, sliced white bread, breaded fish fillets), not a single consistent product. No candidate matches al",8
9130,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9130,2,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9146,2,Tesco,NONE,,0.95,"Cluster is Elephant Atta Chapattis (Indian flatbread). No Tesco candidate matches this brand, variety, or product type. G is a different flatbread brand/style.",8
9134,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
9132,3,ASDA,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
