supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand,is_truncated,original_name,supermarket_brand,tier_type,tier_keyword,known_brand,pack_quantity,pack_pattern,unit_value,unit_type,abv_percentage,unit_inferred,attributes_types,attributes_keywords,descriptors,core_product_name,normalized_name
ASDA,2.0,20.0,kg,Peperami Firestick 5 x 20g (100g),20240413,fresh_food,False,False,Peperami Firestick 5 x 20g (100g),,,,Peperami,5.0,count_x_size,100.0,g,,False,,,,Firestick,firestick
Tesco,5.4,11.74,kg,Tesco Finest Moroccan Inspired Lamb Kebabs 460G,20240413,fresh_food,True,False,Tesco Finest Moroccan Inspired Lamb Kebabs 460G,Tesco Finest,premium,Finest,,,,460.0,g,,False,,,{'cut_meat': ['kebabs']},Moroccan Inspired Lamb Kebabs,moroccan inspired lamb kebabs
ASDA,1.6,3.9,kg,ASDA Sweet Pickled Silverskin Onions,20240413,food_cupboard,True,False,ASDA Sweet Pickled Silverskin Onions,ASDA,standard,,,,,410.3,g,,True,,,{'flavor': ['sweet']},Sweet Pickled Silverskin Onions,sweet pickled silverskin onions
ASDA,1.85,5.4,kg,ASDA Extra Special Bolognese Sauce,20240413,food_cupboard,True,False,ASDA Extra Special Bolognese Sauce,ASDA Extra Special,premium,Extra Special,,,,342.6,g,,True,,,,Bolognese Sauce,bolognese sauce
Sains,0.8,10.66,kg,"Batchelors Super Noodles Pot, BBQ Beef 75g",20240413,food_cupboard,False,False,"Batchelors Super Noodles Pot, BBQ Beef 75g",,,,Batchelors,,,75.0,g,,False,,,{'cooking_method': ['bbq']},"Super Noodles Pot, BBQ Beef",super noodles pot bbq beef
Sains,7.35,9.2,l,Starbucks Doubleshot Espresso No Added Sugar Iced Coffee Drink 4 x 200ml,20240413,drinks,False,False,Starbucks Doubleshot Espresso No Added Sugar Iced Coffee Drink 4 x 200ml,,,,Starbucks,4.0,count_x_size,800.0,ml,,False,diet,no added sugar,,Doubleshot Espresso Iced Coffee Drink,doubleshot espresso iced coffee drink
Morrisons,3.15,19.69,kg,The Vegetarian Butcher Vegan Chic…,20240413,fresh_food,False,True,The Vegetarian Butcher Vegan Chic…,,,,,,,160.0,g,,True,diet,vegetarian,,The Butcher Vegan Chic…,the butcher vegan chic
ASDA,5.8,25.55,kg,ASDA Extra Special Aberdeen Angus Ribeye Steak 30 Day Matured,20240413,fresh_food,True,False,ASDA Extra Special Aberdeen Angus Ribeye Steak 30 Day Matured,ASDA Extra Special,premium,Extra Special,,,,227.0,g,,True,,,{'cut_meat': ['steak']},Aberdeen Angus Ribeye Steak 30 Day Matured,aberdeen angus ribeye steak 30 day matured
Tesco,1.7,1.7,unit,Tesco Angel Layer Cake,20240413,bakery,True,False,Tesco Angel Layer Cake,Tesco,standard,,,,,,,,False,,,,Angel Layer Cake,angel layer cake
Tesco,2.7,10.8,kg,Maldon Sea Salt 250G,20240413,food_cupboard,False,False,Maldon Sea Salt 250G,,,,Maldon,,,250.0,g,,False,,,,Sea Salt,sea salt
Tesco,1.3,6.5,kg,Tesco Dark Chocolate Bar 200G,20240413,food_cupboard,True,False,Tesco Dark Chocolate Bar 200G,Tesco,standard,,,,,200.0,g,,False,,,,Dark Chocolate Bar,dark chocolate bar
Tesco,1.5,4.0,kg,Kohinoor Mumbai Kolhapuri Masala Cooking Sauce 375G,20240413,food_cupboard,False,False,Kohinoor Mumbai Kolhapuri Masala Cooking Sauce 375G,,,,Kohinoor,,,375.0,g,,False,,,,Mumbai Kolhapuri Masala Cooking Sauce,mumbai kolhapuri masala cooking sauce
Morrisons,1.6,17.4,kg,Batchelors Cup A Soup Hot & Sour 4 Pack,20240413,food_cupboard,False,False,Batchelors Cup A Soup Hot & Sour 4 Pack,,,,Batchelors,4.0,count_pack,92.0,g,,True,,,"{'flavor': ['sour', 'hot']}",Cup A Soup Hot and Sour,cup a soup hot and sour
Tesco,1.0,1.0,l,Tesco Banana Flavoured Milk 1L,20240412,fresh_food,True,False,Tesco Banana Flavoured Milk 1L,Tesco,standard,,,,,1000.0,ml,,False,,,,Banana Flavoured Milk,banana flavoured milk
Sains,2.95,9.83,kg,Lowicz Cascaval Cheese 300g,20240413,food_cupboard,False,False,Lowicz Cascaval Cheese 300g,,,,,,,300.0,g,,False,,,,Lowicz Cascaval Cheese,lowicz cascaval cheese
ASDA,1.25,6.2,kg,LU Le Petit Biscotte Crunchy Cinnamon and Brown Sugar Biscuits,20240413,food_cupboard,False,False,LU Le Petit Biscotte Crunchy Cinnamon and Brown Sugar Biscuits,,,,,,,201.6,g,,True,,,"{'texture': ['crunchy'], 'bakery_type': ['brown']}",LU Le Petit Biscotte Crunchy Cinnamon and Brown Sugar Biscuits,lu le petit biscotte crunchy cinnamon and brown sugar biscuits
Morrisons,2.0,7.3,kg,Bonne Maman Caramelised Apple Spread,20240413,food_cupboard,False,False,Bonne Maman Caramelised Apple Spread,,,,Bonne Maman,,,274.0,g,,True,,,,Caramelised Apple Spread,caramelised apple spread
Tesco,6.0,54.54,kg,TESCO FINEST PORK LIVER PATE WITH PEAR GLAZE 110G,20240212,fresh_food,True,False,TESCO FINEST PORK LIVER PATE WITH PEAR GLAZE 110G,Tesco Finest,premium,Finest,,,,110.0,g,,False,,,,PORK LIVER PATE WITH PEAR GLAZE,pork liver pate with pear glaze
Sains,3.75,7.5,kg,Unearthed Spanish Potato Omelette 500g,20240413,free-from,False,False,Unearthed Spanish Potato Omelette 500g,,,,Unearthed,,,500.0,g,,False,,,,Spanish Potato Omelette,spanish potato omelette
Sains,7.5,9.98,l,Dada Art 391 Malbec 75cl,20240413,drinks,False,False,Dada Art 391 Malbec 75cl,,,,,,,750.0,ml,,False,,,,Dada Art 391 Malbec,dada art 391 malbec
Morrisons,3.0,37.5,kg,Morrisons Tapas Cheddar And Chorizo Rollitos,20240413,fresh_food,True,False,Morrisons Tapas Cheddar And Chorizo Rollitos,Morrisons,standard,,,,,80.0,g,,True,,,,Tapas Cheddar And Chorizo Rollitos,tapas cheddar and chorizo rollitos
Morrisons,4.49,22.5,kg,Taylors Hot Lava Java Coffee Beans,20240413,food_cupboard,False,False,Taylors Hot Lava Java Coffee Beans,,,,Taylors,,,199.6,g,,True,,,{'flavor': ['hot']},Hot Lava Java Coffee Beans,hot lava java coffee beans
ASDA,8.3,16.6,kg,Lavazza Decaffeinated Coffee Beans,20240413,drinks,False,False,Lavazza Decaffeinated Coffee Beans,,,,Lavazza,,,500.0,g,,True,,,,Decaffeinated Coffee Beans,decaffeinated coffee beans
Tesco,1.5,7.36,kg,Snacksters Big Stack Burger 204G,20240413,frozen,False,False,Snacksters Big Stack Burger 204G,,,,,,,204.0,g,,False,,,,Snacksters Big Stack Burger,snacksters big stack burger
ASDA,3.0,3.0,unit,Widdop 70 Flute,20240413,fresh_food,False,False,Widdop 70 Flute,,,,,,,,,,False,,,,Widdop 70 Flute,widdop 70 flute
Tesco,0.65,18.5,kg,Schwartz Chicken & Leek Bake Recipe Mix 35g,20240413,food_cupboard,False,False,Schwartz Chicken & Leek Bake Recipe Mix 35g,,,,Schwartz,,,35.0,g,,False,,,,Chicken and Leek Bake Recipe Mix,chicken and leek bake recipe mix
Morrisons,1.25,7.1,kg,Haribo Sour Sparks Vegeta…,20240413,food_cupboard,False,True,Haribo Sour Sparks Vegeta…,,,,Haribo,,,176.1,g,,True,,,{'flavor': ['sour']},Sour Sparks Vegeta…,sour sparks vegeta
Sains,36.5,52.14,l,Toki Suntory Whisky Blended Japanese Whisky 70cl,20240413,drinks,False,False,Toki Suntory Whisky Blended Japanese Whisky 70cl,,,,,,,700.0,ml,,False,,,,Toki Suntory Whisky Blended Japanese Whisky,toki suntory whisky blended japanese whisky
Morrisons,2.95,5.85,kg,Quorn Sausages,20240413,frozen,False,False,Quorn Sausages,,,,Quorn,,,504.3,g,,True,,,,Sausages,sausages
Sains,2.25,12.01,l,Jam Shed Shiraz 18.7cl,20240413,drinks,False,False,Jam Shed Shiraz 18.7cl,,,,Jam Shed,,,187.0,ml,,False,,,,Shiraz,shiraz
ASDA,1.5,12.0,kg,Werthers Original Creamy Filling Sweets,20240413,food_cupboard,False,False,Werthers Original Creamy Filling Sweets,,,,Werthers,,,125.0,g,,True,,,{'texture': ['creamy']},Original Creamy Filling Sweets,original creamy filling sweets
Tesco,3.5,5.6,kg,Nestlé Shreddies Original Cereal 630g,20240412,food_cupboard,False,False,Nestlé Shreddies Original Cereal 630g,,,,,,,630.0,g,,False,,,,Nestlé Shreddies Original Cereal,nestle shreddies original cereal
Sains,4.0,4.0,unit,"Sainsbury's Spiced Butternut & Whipped Feta Wrap, Taste the Difference",20240303,fresh_food,True,False,"Sainsbury's Spiced Butternut & Whipped Feta Wrap, Taste the Difference",Sainsbury's,standard,,,,,,,,False,,,,"Spiced Butternut and Whipped Feta Wrap, Taste the Difference",spiced butternut and whipped feta wrap taste the difference
Sains,1.35,3.4,kg,Heinz Chicken & Leek Chunky Big Soup 400g,20240413,food_cupboard,False,False,Heinz Chicken & Leek Chunky Big Soup 400g,,,,Heinz,,,400.0,g,,False,,,{'texture': ['chunky']},Chicken and Leek Chunky Big Soup,chicken and leek chunky big soup
Sains,1.5,3.4,kg,Sainsbury's Hot & Spicy Pickled Onions in Malt Vinegar 440g (220g*),20240413,food_cupboard,True,False,Sainsbury's Hot & Spicy Pickled Onions in Malt Vinegar 440g (220g*),Sainsbury's,standard,,,,,440.0,g,,False,,,"{'flavor': ['spicy', 'hot']}",Hot and Spicy Pickled Onions in Malt Vinegar (*),hot and spicy pickled onions in malt vinegar
ASDA,1.6,8.0,kg,ASDA Crisp & Tender Rainbow Chard,20240413,fresh_food,True,False,ASDA Crisp & Tender Rainbow Chard,ASDA,standard,,,,,200.0,g,,True,,,,Crisp and Tender Rainbow Chard,crisp and tender rainbow chard
ASDA,1.5,0.3,unit,The BAKERY at ASDA Strawberry Popdot 5pk,20240413,bakery,True,False,The BAKERY at ASDA Strawberry Popdot 5pk,The BAKERY at ASDA,standard,,,5.0,count_pk,,,,False,,,,Strawberry Popdot,strawberry popdot
Tesco,3.75,6.82,kg,Pilgrims Choice Mature Cheddar Cheese 550 G,20240413,fresh_food,False,False,Pilgrims Choice Mature Cheddar Cheese 550 G,,,,Pilgrims Choice,,,550.0,g,,False,,,{'maturity': ['mature']},Mature Cheddar Cheese,mature cheddar cheese
Sains,1.35,10.8,kg,Lindt Classic Recipe Crispy Milk Chocolate Bar 125g,20240413,food_cupboard,False,False,Lindt Classic Recipe Crispy Milk Chocolate Bar 125g,,,,Lindt,,,125.0,g,,False,,,{'texture': ['crispy']},Classic Recipe Crispy Milk Chocolate Bar,classic recipe crispy milk chocolate bar
ASDA,1.5,25.0,kg,Simply Cook Cajun Jambalaya Recipe Kit 60g,20240413,food_cupboard,False,False,Simply Cook Cajun Jambalaya Recipe Kit 60g,,,,Simply Cook,,,60.0,g,,False,,,,Cajun Jambalaya Recipe Kit,cajun jambalaya recipe kit
Sains,2.0,10.53,kg,Wholecreations Dairy & Gluten Free Garlic Bread Baguette 190g,20240413,food_cupboard,False,False,Wholecreations Dairy & Gluten Free Garlic Bread Baguette 190g,,,,,,,190.0,g,,False,free_from,gluten free,,Wholecreations Dairy and Garlic Bread Baguette,wholecreations dairy and garlic bread baguette
Sains,2.25,9.0,kg,Galbani Mozzarella Cheese Maxi Bag 250g,20240413,fresh_food,False,False,Galbani Mozzarella Cheese Maxi Bag 250g,,,,Galbani,,,250.0,g,,False,,,,Mozzarella Cheese Maxi Bag,mozzarella cheese maxi bag
Morrisons,1.7,4.2,kg,Heinz Mulligatawny Soup,20240413,food_cupboard,False,False,Heinz Mulligatawny Soup,,,,Heinz,,,404.8,g,,True,,,,Mulligatawny Soup,mulligatawny soup
Tesco,1.5,5.0,kg,Kohinoor Dal Tarka 300G,20240413,food_cupboard,False,False,Kohinoor Dal Tarka 300G,,,,Kohinoor,,,300.0,g,,False,,,,Dal Tarka,dal tarka
Tesco,2.0,4.0,kg,Tesco Oriental Style Takeaway with Vegetable Spring Roll 500g,20240412,frozen,True,False,Tesco Oriental Style Takeaway with Vegetable Spring Roll 500g,Tesco,standard,,,,,500.0,g,,False,,,,Oriental Style Takeaway with Vegetable Spring Roll,oriental style takeaway with vegetable spring roll
ASDA,15.0,1.89,l,John Smith's 18 Extra Smooth Cans 440ml,20240413,drinks,False,False,John Smith's 18 Extra Smooth Cans 440ml,,,,John Smith'S,,,440.0,ml,,False,,,"{'texture': ['smooth'], 'packaging': ['cans']}",18 Extra Smooth Cans,18 extra smooth cans
ASDA,1.35,4.9,l,The Mocktail Company Pino Colada 275ml,20240413,drinks,False,False,The Mocktail Company Pino Colada 275ml,,,,,,,275.0,ml,,False,,,,The Mocktail Company Pino Colada,the mocktail company pino colada
Sains,1.65,16.5,kg,Milky Way Magic Stars Milk Chocolate Bites Pouch Bag 100g,20240413,food_cupboard,False,False,Milky Way Magic Stars Milk Chocolate Bites Pouch Bag 100g,,,,Milky Way,,,100.0,g,,False,,,{'packaging': ['pouch']},Magic Stars Milk Chocolate Bites Pouch Bag,magic stars milk chocolate bites pouch bag
Sains,6.5,12.62,kg,"Sainsbury's Slow Cooked Smoky Gammon Shanks with A Blossom Honey & Wholegrain Mustard Glaze, Taste The Difference x2 515g",20240413,fresh_food,True,False,"Sainsbury's Slow Cooked Smoky Gammon Shanks with A Blossom Honey & Wholegrain Mustard Glaze, Taste The Difference x2 515g",Sainsbury's,standard,,,2.0,x_count,515.0,g,,False,,,"{'cut_meat': ['shanks', 'gammon'], 'bakery_type': ['wholegrain']}","Slow Cooked Smoky Gammon Shanks with A Blossom Honey and Wholegrain Mustard Glaze, Taste The Difference",slow cooked smoky gammon shanks with a blossom honey and wholegrain mustard glaze taste the difference
ASDA,1.5,9.1,kg,Penn State Baked Pretzels Roasted Chilli Flavour,20240413,food_cupboard,False,False,Penn State Baked Pretzels Roasted Chilli Flavour,,,,,,,164.8,g,,True,,,"{'cooking_method': ['roasted', 'baked']}",Penn State Baked Pretzels Roasted Chilli Flavour,penn state baked pretzels roasted chilli flavour
ASDA,1.4,5.0,l,ASDA 8 x 35ml Assorted Milk Lollies,20240413,frozen,True,False,ASDA 8 x 35ml Assorted Milk Lollies,ASDA,standard,,,8.0,count_x_size,280.0,ml,,False,,,,Assorted Milk Lollies,assorted milk lollies
Sains,3.7,1.9,l,Rubicon Sparkling Passionfruit Juice Soft Drink 6x330ml,20240413,food_cupboard,False,False,Rubicon Sparkling Passionfruit Juice Soft Drink 6x330ml,,,,Rubicon,6.0,count_x_size,1980.0,ml,,False,,,{'texture': ['soft']},Sparkling Passionfruit Juice Soft Drink,sparkling passionfruit juice soft drink
Sains,1.2,3.0,kg,Heinz Cream of Chicken Soup 400g,20240413,food_cupboard,False,False,Heinz Cream of Chicken Soup 400g,,,,Heinz,,,400.0,g,,False,,,,Cream of Chicken Soup,cream of chicken soup
Morrisons,2.5,100.0,kg,Morrisons Flower Modelling Paste,20240413,food_cupboard,True,False,Morrisons Flower Modelling Paste,Morrisons,standard,,,,,25.0,g,,True,,,{'form': ['paste']},Flower Modelling Paste,flower modelling paste
ASDA,2.99,8.0,kg,Kellogg's Crunchy Nut Bites Honey & Nut,20240413,food_cupboard,False,False,Kellogg's Crunchy Nut Bites Honey & Nut,,,,Kellogg'S,,,373.8,g,,True,,,{'texture': ['crunchy']},Crunchy Nut Bites Honey and Nut,crunchy nut bites honey and nut
Sains,1.1,3.7,kg,Sainsbury's Deli-Style Coleslaw 300g,20240320,fresh_food,True,False,Sainsbury's Deli-Style Coleslaw 300g,Sainsbury's,standard,,,,,300.0,g,,False,,,,Deli-Style Coleslaw,deli style coleslaw
Tesco,1.75,3.5,kg,Blue Dragon Sushi Rice 500g,20240413,food_cupboard,False,False,Blue Dragon Sushi Rice 500g,,,,Blue Dragon,,,500.0,g,,False,,,,Sushi Rice,sushi rice
Morrisons,4.99,42.9,kg,Tassimo L'OR Americano Classique Coffee Pods x14,20240413,food_cupboard,False,False,Tassimo L'OR Americano Classique Coffee Pods x14,,,,Tassimo,14.0,x_count,116.3,g,,True,,,,L'OR Americano Classique Coffee Pods,l or americano classique coffee pods
Sains,1.75,8.3,kg,Sainsbury's On the Go Greek Style Yogurt with Mixed Berry Compote & Crispy Granola 210g,20240413,fresh_food,True,False,Sainsbury's On the Go Greek Style Yogurt with Mixed Berry Compote & Crispy Granola 210g,Sainsbury's,standard,,,,,210.0,g,,False,,,{'texture': ['crispy']},On the Go Greek Style Yogurt with Mixed Berry Compote and Crispy Granola,on the go greek style yogurt with mixed berry compote and crispy granola
Tesco,1.25,5.5,kg,Ginsters Original Cornish Pasty 227G,20240413,fresh_food,False,False,Ginsters Original Cornish Pasty 227G,,,,Ginsters,,,227.0,g,,False,,,,Original Cornish Pasty,original cornish pasty
Morrisons,3.99,2.66,kg,Morrisons The Best Chunky Chips,20240118,frozen,True,False,Morrisons The Best Chunky Chips,Morrisons The Best,premium,The Best,,,,1500.0,g,,True,,,{'texture': ['chunky']},Chunky Chips,chunky chips
Morrisons,1.1,8.8,kg,McVitie's Mini BN Strawberry Flavour,20240412,food_cupboard,False,False,McVitie's Mini BN Strawberry Flavour,,,,Mcvitie'S,,,125.0,g,,True,,,,Mini BN Strawberry Flavour,mini bn strawberry flavour
Tesco,4.5,10.0,kg,Bisto Reduced Salt Gravy Granules 450g,20240413,food_cupboard,False,False,Bisto Reduced Salt Gravy Granules 450g,,,,Bisto,,,450.0,g,,False,,,,Reduced Salt Gravy Granules,reduced salt gravy granules
Morrisons,2.4,6.0,kg,Pizza Express Dough Ready to Roll,20240413,fresh_food,False,False,Pizza Express Dough Ready to Roll,,,,Pizza Express,,,400.0,g,,True,,,,Dough Ready to Roll,dough ready to roll
ASDA,2.0,2.0,kg,Silver Spoon Demerara Sugar 1kg,20240413,drinks,False,False,Silver Spoon Demerara Sugar 1kg,,,,Silver Spoon,,,1000.0,g,,False,,,,Demerara Sugar,demerara sugar
Morrisons,2.5,4.6,kg,Warburtons Multi Seeded Artisan Bread,20240409,bakery,False,False,Warburtons Multi Seeded Artisan Bread,,,,Warburtons,,,543.5,g,,True,,,{'bakery_type': ['seeded']},Multi Seeded Artisan Bread,multi seeded artisan bread
Sains,6.75,1.4,l,Fruit Shoot Orange Kids Juice Drink 24x200ml,20240413,drinks,False,False,Fruit Shoot Orange Kids Juice Drink 24x200ml,,,,Fruit Shoot,24.0,count_x_size,4800.0,ml,,False,,,,Orange Kids Juice Drink,orange kids juice drink
Tesco,2.0,5.71,kg,Tesco Cauliflower Cheese 350G,20240413,fresh_food,True,False,Tesco Cauliflower Cheese 350G,Tesco,standard,,,,,350.0,g,,False,,,,Cauliflower Cheese,cauliflower cheese
Tesco,2.2,8.6,kg,Tesco 30 Bitesize Pork Cocktail Sausages 255G,20240413,fresh_food,True,False,Tesco 30 Bitesize Pork Cocktail Sausages 255G,Tesco,standard,,,,,255.0,g,,False,,,,30 Bitesize Pork Cocktail Sausages,30 bitesize pork cocktail sausages
Tesco,1.75,1.8,l,Dr Witt Multivitamins Metabolism Drink 1 Litre,20240413,food_cupboard,False,False,Dr Witt Multivitamins Metabolism Drink 1 Litre,,,,,,,1000.0,ml,,False,,,,Dr Witt Multivitamins Metabolism Drink,dr witt multivitamins metabolism drink
ASDA,11.5,11.5,unit,George Home White Pie Dish - Set of 3,20240413,food_cupboard,True,False,George Home White Pie Dish - Set of 3,George Home,standard,,,,,,,,False,,,{'bakery_type': ['white']},White Pie Dish - Set of 3,white pie dish set of 3
ASDA,10.0,133.3,l,Lugana Italian Wine,20240413,drinks,False,False,Lugana Italian Wine,,,,,,,75.0,ml,,True,,,,Lugana Italian Wine,lugana italian wine
ASDA,3.0,3.0,unit,Disney Disney Pride Mug,20240413,drinks,False,False,Disney Disney Pride Mug,,,,,,,,,,False,,,,Disney Disney Pride Mug,disney disney pride mug
Sains,4.5,14.2,kg,"Sainsbury's Spicy Chicken & Puttanesca Pasta Salad, Taste the Difference",20240413,fresh_food,True,False,"Sainsbury's Spicy Chicken & Puttanesca Pasta Salad, Taste the Difference",Sainsbury's,standard,,,,,316.9,g,,True,,,{'flavor': ['spicy']},"Spicy Chicken and Puttanesca Pasta Salad, Taste the Difference",spicy chicken and puttanesca pasta salad taste the difference
Tesco,7.3,9.36,kg,Tesco Butter Basted Frozen Turkey Breast Joint 780G,20240413,frozen,True,False,Tesco Butter Basted Frozen Turkey Breast Joint 780G,Tesco,standard,,,,,780.0,g,,False,,,"{'cut_meat': ['breast', 'joint']}",Butter Basted Frozen Turkey Breast Joint,butter basted frozen turkey breast joint
ASDA,3.0,7.1,kg,Fray Bentos Minced Beef & Onion,20240413,food_cupboard,False,False,Fray Bentos Minced Beef & Onion,,,,Fray Bentos,,,422.5,g,,True,,,{'cut_meat': ['minced']},Minced Beef and Onion,minced beef and onion
Sains,1.6,2.44,kg,Mr Brain's Pork Faggots x6 656g,20240413,frozen,False,False,Mr Brain's Pork Faggots x6 656g,,,,,6.0,x_count,656.0,g,,False,,,,Mr Brain's Pork Faggots,mr brain s pork faggots
ASDA,7.0,93.31,l,Black Tower Club Edition Pinot Noir Rosé Wine,20240413,drinks,False,False,Black Tower Club Edition Pinot Noir Rosé Wine,,,,Black Tower,,,75.0,ml,,True,,,,Club Edition Pinot Noir Rosé Wine,club edition pinot noir rose wine
Sains,0.95,4.75,kg,Sainsbury's Baby Cucumbers 200g,20240413,fresh_food,True,False,Sainsbury's Baby Cucumbers 200g,Sainsbury's,standard,,,,,200.0,g,,False,,,,Baby Cucumbers,baby cucumbers
Morrisons,5.0,3.79,l,Kopparberg Winter Punch,20240413,drinks,False,False,Kopparberg Winter Punch,,,,Kopparberg,,,1319.3,ml,,True,,,,Winter Punch,winter punch
Morrisons,2.0,14.3,kg,Whitworths Bake Chopped Apricots,20240412,food_cupboard,False,False,Whitworths Bake Chopped Apricots,,,,Whitworths,,,139.9,g,,True,,,{'form': ['chopped']},Bake Chopped Apricots,bake chopped apricots
Sains,0.95,3.2,kg,Sainsbury's Shorties 300g,20240413,food_cupboard,True,False,Sainsbury's Shorties 300g,Sainsbury's,standard,,,,,300.0,g,,False,,,,Shorties,shorties
Morrisons,21.0,27.93,l,Jim Barry Wines Single Vineyard Watervale Shiraz,20240405,drinks,False,False,Jim Barry Wines Single Vineyard Watervale Shiraz,,,,,,,751.9,ml,,True,,,,Jim Barry Wines Single Vineyard Watervale Shiraz,jim barry wines single vineyard watervale shiraz
Morrisons,11.0,11.0,unit,Morrisons Bloom Bouquet,20240201,fresh_food,True,False,Morrisons Bloom Bouquet,Morrisons,standard,,,,,,,,False,,,,Bloom Bouquet,bloom bouquet
Tesco,1.5,3.75,kg,Tesco Sausage And Mash 400G,20240413,frozen,True,False,Tesco Sausage And Mash 400G,Tesco,standard,,,,,400.0,g,,False,,,{'cut_meat': ['sausage']},Sausage And Mash,sausage and mash
Sains,5.0,2.84,l,Guinness Alcohol Free 0.0% Stout Beer Cans 4x440ml,20240413,drinks,False,False,Guinness Alcohol Free 0.0% Stout Beer Cans 4x440ml,,,,Guinness,4.0,count_x_size,1760.0,ml,0.0,False,alcohol_marker,alcohol free,{'packaging': ['cans']},Stout Beer Cans,stout beer cans
Morrisons,7.0,9.31,l,Giesen Estate Sauvignon Blanc Wine,20240413,drinks,False,False,Giesen Estate Sauvignon Blanc Wine,,,,Giesen,,,751.9,ml,,True,,,,Estate Sauvignon Blanc Wine,estate sauvignon blanc wine
ASDA,1.5,3.3,kg,Light & Free Sticky Toffee Flavour Greek Style 0% Added Sugar Fat Free Yoghurt,20240413,fresh_food,False,False,Light & Free Sticky Toffee Flavour Greek Style 0% Added Sugar Fat Free Yoghurt,,,,,,,454.5,g,0.0,True,diet,fat free,,Light and Free Sticky Toffee Flavour Greek Style Added Sugar Yoghurt,light and free sticky toffee flavour greek style added sugar yoghurt
ASDA,2.0,11.9,kg,ASDA Skip Jack Tuna Chunks in Spring Water 3 x 80g,20240223,drinks,True,False,ASDA Skip Jack Tuna Chunks in Spring Water 3 x 80g,ASDA,standard,,,3.0,count_x_size,240.0,g,,False,,,,Skip Jack Tuna Chunks in Spring Water,skip jack tuna chunks in spring water
Tesco,3.5,8.49,kg,Tesco Garlic & Herb Pork Loin Kievs 412G,20240412,fresh_food,True,False,Tesco Garlic & Herb Pork Loin Kievs 412G,Tesco,standard,,,,,412.0,g,,False,,,,Garlic and Herb Pork Loin Kievs,garlic and herb pork loin kievs
Sains,1.45,1.5,kg,Sainsbury's Tomato Ketchup Sauce 970g,20240229,food_cupboard,True,False,Sainsbury's Tomato Ketchup Sauce 970g,Sainsbury's,standard,,,,,970.0,g,,False,,,,Tomato Ketchup Sauce,tomato ketchup sauce
ASDA,1.6,13.3,kg,Ambrosia Belgian Chocolate Mousse Pots,20240320,food_cupboard,False,False,Ambrosia Belgian Chocolate Mousse Pots,,,,Ambrosia,,,120.3,g,,True,,,,Belgian Chocolate Mousse Pots,belgian chocolate mousse pots
Sains,2.3,4.2,kg,Sainsbury's Dry Roasted Peanuts 550g,20240413,food_cupboard,True,False,Sainsbury's Dry Roasted Peanuts 550g,Sainsbury's,standard,,,,,550.0,g,,False,,,{'cooking_method': ['roasted']},Dry Roasted Peanuts,dry roasted peanuts
Morrisons,4.25,23.61,kg,Morrisons Seabass Fillets,20240413,frozen,True,False,Morrisons Seabass Fillets,Morrisons,standard,,,,,180.0,g,,True,,,,Seabass Fillets,seabass fillets
Sains,1.95,15.6,kg,Seriously Spreadable Vintage Cheese 125g,20240413,fresh_food,False,False,Seriously Spreadable Vintage Cheese 125g,,,,Seriously,,,125.0,g,,False,,,{'maturity': ['vintage']},Spreadable Vintage Cheese,spreadable vintage cheese
Morrisons,1.75,8.8,kg,Nomadic Protein Pudding Vanilla,20240413,fresh_food,False,False,Nomadic Protein Pudding Vanilla,,,,Nomadic,,,198.9,g,,True,,,,Protein Pudding Vanilla,protein pudding vanilla
Sains,3.25,8.13,kg,Sainsbury's Beef Hotpot 400g (Serves 1),20240413,fresh_food,True,False,Sainsbury's Beef Hotpot 400g (Serves 1),Sainsbury's,standard,,,,,400.0,g,,False,,,,Beef Hotpot (Serves 1),beef hotpot serves 1
ASDA,1.0,37.0,kg,MyProtein Pop Roll Golden Caramel Flavour 27g,20240413,food_cupboard,False,False,MyProtein Pop Roll Golden Caramel Flavour 27g,,,,Myprotein,,,27.0,g,,False,,,,Pop Roll Golden Caramel Flavour,pop roll golden caramel flavour
Sains,4.75,131.9,kg,"Pukka Organic Ginger, Galangal & Golden Turmeric Tea Bags x20",20240413,food_cupboard,False,False,"Pukka Organic Ginger, Galangal & Golden Turmeric Tea Bags x20",,,,Pukka,20.0,x_count,36.0,g,,True,organic,organic,,"Ginger, Galangal and Golden Turmeric Tea Bags",ginger galangal and golden turmeric tea bags
Sains,2.0,9.3,kg,Wall's Mini Savoury Eggs 216g,20240128,fresh_food,False,False,Wall's Mini Savoury Eggs 216g,,,,Wall'S,,,216.0,g,,False,,,{'flavor': ['savoury']},Mini Savoury Eggs,mini savoury eggs
Tesco,3.0,18.75,kg,Planted Chicken Lemon & Herb 160g,20240413,fresh_food,False,False,Planted Chicken Lemon & Herb 160g,,,,,,,160.0,g,,False,,,,Planted Chicken Lemon and Herb,planted chicken lemon and herb
Sains,1.7,2.3,l,Sainsbury's Reduced Fat Mayonnaise 730ml,20240413,food_cupboard,True,False,Sainsbury's Reduced Fat Mayonnaise 730ml,Sainsbury's,standard,,,,,730.0,ml,,False,diet,reduced fat,,Mayonnaise,mayonnaise
Morrisons,1.1,11.0,kg,Morrisons Grissini Mini Breadsticks,20240413,food_cupboard,True,False,Morrisons Grissini Mini Breadsticks,Morrisons,standard,,,,,100.0,g,,True,,,,Grissini Mini Breadsticks,grissini mini breadsticks
