cluster_id,same_sku,reason,cluster_size,supermarkets,risk_bucket,flags,titles_preview
14317,True,"Same branded product, same variant, same pack size",2,Sains|Tesco,clean,,De Cecco Linguine 500g || De Cecco Linguine 500G
11687,False,Different variants: standard vs plant-based tea bags,2,Morrisons|Sains,weak_heuristic,multi_core_product_name,Twinings English Strong Breakfast 120 Tea Bags || Twinings Strong English Breakfast 120 Plant-Based Tea Bags 375g
3274,True,"Same branded product, same variant, same pack size",3,ASDA|Sains|Tesco,weak_heuristic|probe_fail,cross_category,Kirsty's Luxury Apple Pie || Kirsty's Luxury Apple Pie 322g || Kirsty's Luxury Apple Pie 322G
17042,False,Different variants: standard vs Field Fresh,2,Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Birds Eye Petits Pois 545g || Birds Eye Field Fresh Petits Pois 545G
2722,True,"Same branded wine, same variant, same format",3,ASDA|Morrisons|Tesco,weak_heuristic,multi_core_product_name,Errazuriz Sauvignon Blanc || Errazuriz Sauvignon Blanc || Errazuriz Estate Sauvignon Blanc 75Cl
3506,False,Different variants: Kefir Protein vs Kefir Quark,3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,Biotiful Gut Health Kefir Protein Original || Biotiful Gut Health Kefir Protein Original 250g || Biotiful Low Fat Gut Health Kefir Quark Original 250G
2304,False,Different variants: Classic vs Reserve,3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,McGuigan Classic Cabernet Sauvignon || McGuigan Reserve Cabernet Sauvignon 75cl || Mcguigan Reserve Cabernet Sauvignon 75Cl
4851,True,"Same branded product, same variant, same pack size",3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,Potts Vegetable Stock || Potts' Vegetable Stock 500ml || Potts Vegetable Stock 500Ml
1269,True,"Same branded product, same variant, same multipack format",3,ASDA|Sains|Tesco,clean,,Bundaberg Root Beer || Bundaberg Root Beer 4x375ml || Bundaberg Root Beer 4 X 375Ml
11732,True,"Same branded product, same variant, same pack size",3,Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Oreo Sandwich Biscuits Choc'o Brownie || OREO Choco Brownie Sandwich Biscuits 154g || OREO Choco Brownie Cookie Sandwich Biscuits 154G
2189,True,"Same own-brand cider variant, same core product",2,ASDA|Sains,weak_heuristic|probe_fail,cross_category|multi_core_product_name,ASDA Cider Dark Fruits || Sainsbury's Dark Fruit Cider 4x440ml
11328,True,"Same branded product, same variant, same pack size",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Batchelors Batchelors Pasta 'n' Sauce Chicken & Mushroom Flavour Pasta || Batchelors Pasta 'N' Sauce Chicken & Mushroom Pot || Batchelors Pasta 'n' Sauce Pot Chicken & Mushroom Flavour 65g || Batchelors Pasta & Sauce Chicken & Mushroom 65G
7387,True,"Same branded product, same variant, same quantity",2,ASDA|Sains,weak_heuristic,multi_core_product_name,Guylian Temptations Assortment About 20 Single Wrapped Chocolates || Guylian Temptations Assortment Single Wrapped Chocolates x20 200g
10512,True,"Same branded product, same variant, same pack format",2,Morrisons|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Nescafe 3In1 Instant Coffee 6 x 16g Sachets || Nescafe 3in1 Original Coffee Sachets 6x16g
17882,True,"Same branded product, same variant, same pack size",2,Sains|Tesco,weak_heuristic|probe_fail,struct_known_brand_disagree,Dr. Oetker Easter Baking Cases x50 || Dr Oetker Easter Baking Cases 50 Pack
4188,True,"Identical branded product, same variant and pack size",2,ASDA|Sains,weak_heuristic|probe_fail,cross_category,John West Skippers Brisling in Tomato Sauce || John West Skippers Brisling in Tomato Sauce 106g
7573,False,Different own-brand products (ASDA vs Tesco),2,ASDA|Tesco,weak_heuristic,multi_core_product_name,ASDA Still Strawberry Flavour Water || Tesco Strawberry Flavoured Still Water 4X500ml
9541,True,"Identical branded product, same variant and pack size",2,Morrisons|Tesco,clean,,Lee Kum Kee Premium Dark Soy Sauce || Lee Kum Kee Premium Dark Soy Sauce 150Ml
7201,False,Different variants (Original vs Sweets) and pack sizes (130g vs 140g),4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Sour Patch Kids Sweets || Sour Patch Kids Original || Sour Patch Kids Sweets Bag 140g || Sour Patch Kids Original 130G
1328,False,Different variants (Fine vs Medium egg noodles),3,ASDA|Morrisons|Tesco,weak_heuristic,multi_core_product_name,Blue Dragon Blue Dragon Fine Egg Noodles 250g || Blue Dragon Medium Egg Noodles || Blue Dragon Fine Egg Noodles 250g
12521,True,"Same own-brand product, same tier, comparable pack size",2,Morrisons|Sains,clean,,Morrisons Wholemeal Muffins || Sainsbury's Wholemeal Muffins x6
1333,False,Different variants (Traditional vs Carnaroli risotto rice),4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Gallo Traditional Risotto Rice || Gallo Carnaroli Risotto Rice || Gallo Traditional Risotto Rice 500g || Gallo Risotto Rice 500G
12700,True,"Identical branded product, same variant and pack size",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Richmond 20 Thick Frozen Pork Sausages || Richmond 20 Thick Frozen Pork Sausages || Richmond Thick Frozen Pork Sausages x20 860g || Richmond 20 Frozen Thick Pork Sausages 860G
819,False,Tesco product lacks 'Sensations' variant name,4,ASDA|Morrisons|Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Tropicana Sensations Pineapple Fruit Juice || Tropicana Sensations Pineapple Fruit Juice || Tropicana Sensations Pineapple Fruit Juice 850ml || Tropicana Pineapple Juice 850Ml
3439,True,"Identical branded product, same variant and pack size",2,ASDA|Sains,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Yeo Valley Organic Greek Recipe 5% Strained Natural Yogurt 450g || Yeo Valley Greek Recipe 5% Strain Natural Yogurt 450g
4297,True,"Same own-brand product, same tier, comparable pack size",4,ASDA|Morrisons|Sains|Tesco,clean,,ASDA Chicken Korma || Morrisons Chicken Korma || Sainsbury's Chicken Korma 392g || Tesco Chicken Korma 392G
9893,True,"Identical branded product, same variant and pack size",3,ASDA|Morrisons|Sains,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Arla BOB Grated Mature Cheddar Cheese || Arla B.O.B Grated Mature Cheddar Cheese || Arla BOB Grated Mature Cheddar 180g
9171,False,Different formulations (Cultures vs Vitamins),2,ASDA|Tesco,weak_heuristic,multi_core_product_name,"Innocent Super Smoothie Tropical Defence Mango, Coconut Milk, Apple, G || innocent Super Smoothie Tropical Defence Mango, Coconut Milk. Apple & "
6753,True,"Same own-brand product, same tier, comparable pack size",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,"ASDA Tomato & Chunky Vegetable Pasta Sauce || Morrisons Tomato and Vegetable Pasta Sauce || Sainsbury's Pasta Sauce, Chunky Vegetable 500g || Tesco Chunky Vegetable Pasta Sauce 500G"
7835,True,"Identical branded product, same variant",2,ASDA|Morrisons,weak_heuristic,multi_core_product_name,Melis Capers in Brine || Melis Capers In Brine
9817,True,"Same own-brand product, same tier, comparable pack size",2,Morrisons|Sains,weak_heuristic,multi_core_product_name,Morrisons Egg Mayo Sandwich Filler || Sainsbury's Egg Mayo Deli Filler 385g
1281,True,"Identical branded product, same variant and pack size",2,ASDA|Tesco,weak_heuristic,multi_core_product_name,Schweppes Monsoon Dance Melon Watermelon Soda Mixer || Schweppes Melon Watermelon Soda Mixer 1 Litre
1364,True,"Same branded product, same variant, comparable pack size",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Tilda Lime & Coriander Basmati Rice || Tilda Microwave Lime & Coriander Basmati Rice || Tilda Microwave Rice Lime & Coriander Basmati 250g || Tilda Lime And Coriander Steamed Basmati Rice 250G
2542,True,"Identical branded product, same variant and pack size",4,ASDA|Morrisons|Sains|Tesco,clean,,McGuigan Zero Shiraz || McGuigan Zero Shiraz || McGuigan Zero Shiraz Alcohol Free 75cl || Mcguigan Zero Shiraz 75Cl
16720,False,Different formulations (High Protein vs Protein),2,Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Alpro High Protein Tropical Fruit Dairy Free Soya Yoghurt Alternative  || Alpro Protein Tropical Fruit Soya Yoghurt Alternative 200g
10395,True,"Same branded product, same variant",2,Morrisons|Sains,weak_heuristic,multi_core_product_name,Marmite Crisps || Marmite Yeast Extract Crisps 6x25g
17841,True,"Same branded product, same variant and size",2,Sains|Tesco,clean,,Edinburgh Gin Strawberry & Pink Peppercorn 250ml || Edinburgh Gin Strawberry & Pink Peppercorn 250Ml
11913,True,"Same branded wine, same variant, comparable pack sizes",3,Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Campo Viejo Rioja Tempranillo Red Wine || Campo Viejo Rioja Tempranillo Red Wine 18.75cl || Campo Viejo Tempranillo Rioja 187Ml
17885,True,"Same branded drink, same variant and size",2,Sains|Tesco,clean,,Lucozade Energy Caribbean Crush 900ml || Lucozade Energy Caribbean Crush 900Ml
6486,False,Different Monster variants (Monarch vs Ultra),4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Monster Monarch Energy Drink Cans || Monster Energy Drink Ultra || Monster Energy Drink Monarch 4x500ml || Monster Energy Drink Monarch 4x500ml
4899,False,Gluten-free variant differs from standard,4,ASDA|Morrisons|Sains|Tesco,weak_heuristic|probe_fail,cross_category,Paxo Sage and Onion Stuffing Mix || Paxo Gluten Free Sage & Onion Stuffing Mix || Paxo Sage & Onion Stuffing Mix 170g || Paxo Sage & Onion Stuffing Mix 170G
12893,True,"Same branded product, same variant and size",2,Morrisons|Tesco,clean,,Tic Tac Fresh Mint || Tic Tac Fresh Mint 18G
419,True,"Own-brand sweet potatoes, same tier, comparable pack size",3,ASDA|Morrisons|Tesco,weak_heuristic,multi_core_product_name,ASDA Creamy & Flavoursome Sweet Potatoes || Morrisons Sweet Potatoes || Tesco Sweet Potatoes 1Kg
8149,True,"Own-brand semi-dried tomato & mozzarella, same core product",2,ASDA|Morrisons,weak_heuristic,multi_core_product_name,ASDA Semi-Dried Tomatoes & Mozzarella || Morrisons Semi Dried Tomato & Mozzarella
6032,True,"Own-brand triple chocolate muffins, same tier, same pack size",2,ASDA|Tesco,clean,,The BAKERY at ASDA 4 Triple Chocolate Muffins || Tesco 4 Triple Chocolate Muffins
6635,True,"Same branded product, same variant",3,ASDA|Morrisons|Sains,weak_heuristic,multi_core_product_name,Sharwood's Sweet & Sour Cooking Sauce || Sharwood's Sweet & Sour Chinese Cooking Sauce || Sharwood's Sweet & Sour Cooking Sauce 425g
12534,True,"Own-brand madeleines cakes, same core product",2,Morrisons|Sains,weak_heuristic,multi_core_product_name,Morrisons Madeleines || Sainsbury's Madeleines Cakes 250g
3332,True,"Same branded product, same variant and size",2,ASDA|Sains,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Lindahls Pro+ Kvarg Raspberry & Vanilla || Lindahls Pro+ Kvarg Raspberry & Vanilla Protein Yogurt Drink 250ml
2415,True,"Same branded liqueur, same variant and size",2,ASDA|Sains,weak_heuristic,multi_core_product_name,Glayva Whisky Liqueur || Glayva Blended Scotch Whisky Liqueur 50cl
6084,False,Different premium tiers and brioche variants (sesame seed differs),3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,"ASDA Extra Special Sliced Brioche Burger Buns || Sainsbury's Brioche Burger Buns, Taste the Difference x4 || Tesco Finest 4 Brioche Sesame Seed Burger Buns"
16582,False,Different premium tiers (Taste the Difference vs Finest),2,Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,"Sainsbury's Roasted Garlic & Extra Virgin Olive Oil Flatbread, Taste t || Tesco Finest Garlic & Extra Virgin Olive Oil Flatbread 200G"
12596,True,"Same branded product, same variant and size",3,Morrisons|Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Feast Original Ice Cream Sticks || Wall's Feast Original Chunky Chocolate Ice Cream Sticks 4x90ml || Wall's Feast Chocolate Ice Cream Sticks 4x90ml
13874,False,Different premium tiers (The Best vs Taste the Difference),2,Morrisons|Sains,weak_heuristic,multi_core_product_name,"Morrisons The Best Scottish Salmon Si… || Sainsbury's Boneless Scottish Salmon Side, Taste the Difference 750g"
17470,False,Different premium tiers (Extra Special vs Finest vs Taste the Difference),3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,"ASDA Extra Special 6 Cumberland Pork Sausages || Sainsbury's British Pork Cumberland Sausages, Taste the Difference x6  || Tesco Finest 6 British Pork Cumberland Sausages 400G"
6427,True,"Same branded drink, same variant and size",3,ASDA|Sains|Tesco,weak_heuristic|probe_fail,cross_category,Bigga Grape Flavour Soft Drink || Bigga Grape Flavour Soft Drink 600ml || Bigga Grape Flavour Soft Drink 600Ml
