cluster_id,tier,llm_pass,reason,q1,q2,q3
13706,llm_verify,True,All branded Maltesers milk chocolate products; same core product,Yes,Yes,Yes
13727,llm_verify,True,All branded Polo Sugar Free Mints 4-packs; pack count irrelevant to Q1,Yes,Yes,Yes
13730,llm_verify,True,All branded Revels milk chocolate; same core product,Yes,Yes,Yes
13732,llm_verify,False,Cadbury Dairy Milk Giant Buttons vs Cadbury Dairy Milk Buttons Large Easter Egg—different product formats (loose buttons vs Easter egg),No,Yes,Yes
13733,llm_verify,False,Thorntons Original Toffee vs Thorntons Toffee Cake—different products (toffee vs toffee cake),No,Yes,Yes
13735,llm_verify,False,Maltesers Milk Chocolate & Honeycomb vs Maltesers Truffles—different product types (honeycomb vs truffles),No,Yes,Yes
13746,llm_verify,True,All branded Galaxy Smooth Milk Chocolate large gifting bars; same core product,Yes,Yes,Yes
13748,llm_verify,False,Maoam Joystixx vs Maoam Pinballs—different product types (chewy sticks vs round balls),No,Yes,Yes
13749,llm_verify,True,All branded Extra Spearmint Sugarfree Chewing Gum 10-piece packs; same core product,Yes,Yes,Yes
13762,llm_verify,True,All branded Maltesers Milk Chocolate & Honeycomb funsize snack bags; same core product,Yes,Yes,Yes
13763,llm_verify,True,"All Cadbury Heroes chocolate cartons, same weight variance 0.1%",Yes,Yes,Yes
13772,llm_verify,False,Swizzels Scrumptious vs Bumper Bag are different product variants,No,Yes,Yes
13776,llm_verify,False,Cadbury Dairy Milk Daim vs Oreo are different chocolate bar variants,No,Yes,Yes
13781,llm_verify,True,"Both Airwaves Menthol & Eucalyptus chewing gum, size data unavailable assumed comparable",Yes,Yes,Yes
13783,llm_verify,True,"All Haribo Sour Sparks 175g sharing bags, identical weight variance 0.0%",Yes,Yes,Yes
13788,llm_verify,True,"Both Extra White Sugarfree chewing gum, size data unavailable assumed comparable",Yes,Yes,Yes
13798,llm_verify,True,"Both Extra Cool Breeze sugarfree chewing gum, weight variance 0.1%",Yes,Yes,Yes
13800,llm_verify,True,"Both Haribo Fruitilicious 42g pocket sweets, identical weight",Yes,Yes,Yes
13804,llm_verify,True,"Both Maltesers Dark Chocolate & Honeycomb, weight variance 2.2%",Yes,Yes,Yes
13805,llm_verify,True,"All Skittles Vegan Chewy Sweets Fruit, weight variance 7.1%",Yes,Yes,Yes
13807,llm_verify,True,"Same branded product (Extra Strawberry Sugarfree Chewing Gum), pack count difference irrelevant to Q1, weight variance within tolerance.",Yes,Yes,Yes
13813,llm_verify,True,"Same branded product (Extra Peppermint Sugarfree Chewing Gum), pack count irrelevant, size data unavailable so assume comparable.",Yes,Yes,Yes
13815,llm_verify,True,"Same branded product (Guylian Belgian Chocolate Seashells), pack count irrelevant to Q1, identical weight.",Yes,Yes,Yes
13820,llm_verify,True,"Same branded product (Extra Refreshers Bubblemint Chewing Gum), pack count irrelevant, identical weight.",Yes,Yes,Yes
13829,llm_verify,True,"Same branded product (Extra Strawberry Sugarfree Chewing Gum) across three retailers, pack count irrelevant, identical weight.",Yes,Yes,Yes
13832,llm_verify,True,"Same branded product (Extra Refreshers Bubblemint Sugarfree Chewing Gum), pack count irrelevant, weight variance 0.6% within tolerance.",Yes,Yes,Yes
13836,llm_verify,True,"Same branded product (Extra Refreshers Tropical Sugarfree Chewing Gum) across three retailers, pack count irrelevant, identical weight.",Yes,Yes,Yes
13849,llm_verify,True,"Same core product (blonde/white cooking chocolate), both premium tier (The Best and Taste the Difference), identical weight.",Yes,Yes,Yes
13853,llm_verify,True,"Same branded product (Bendicks Mint Collection) across three retailers, identical weight.",Yes,Yes,Yes
13858,llm_verify,True,"Same branded product (Evian Natural Mineral Water), pack format differences (single vs multipack) irrelevant to Q1, weight variance 1.8% within tolerance.",Yes,Yes,Yes
13866,llm_verify,True,"All Buxton Still Natural Mineral Water, same branded product across retailers; pack count/format differences do not affect Q1",Yes,Yes,Yes
13880,llm_verify,False,"Tesco product is 'What The Fanta Zero Sugar' — different brand/product line, not standard Fanta Fruit Twist Zero",No,Yes,Yes
13900,llm_verify,True,"All Arctic Coffee Caramel Latte 330ml, same core product; minor naming variations acceptable",Yes,Yes,Yes
13902,llm_verify,True,"All Oasis Summer Fruits 500ml, same branded product across retailers",Yes,Yes,Yes
13905,llm_verify,True,All Monster Energy Zero Sugar; Lewis Hamilton variant and pack count differences do not affect Q1,Yes,Yes,Yes
13915,llm_verify,True,"All Shloer Zero Red Grape 750ml, same branded product; minor naming variations acceptable",Yes,Yes,Yes
13917,llm_verify,True,"All J20 Mocktail Strawberry & Orange Blossom Mojito 250ml, same branded product",Yes,Yes,Yes
13921,llm_verify,False,Morrisons is standard Monster Energy; Sainsbury's is Monster Energy Pipeline Punch — different flavour variant,No,Yes,Yes
13927,llm_verify,True,All Monster Energy Zero Sugar 500ml; Lewis Hamilton variant and naming differences do not affect Q1,Yes,Yes,Yes
13937,llm_verify,True,"All Fanta Lemon 500ml, same branded product across retailers",Yes,Yes,Yes
13940,llm_verify,False,Arctic Coffee Mocha (Morrisons/Sainsbury's) vs Jimmy's Iced Coffee Mocha (Tesco) — different brands/product lines,No,Yes,Yes
13944,llm_verify,True,"All Tropicana Tropical Juice 1.5L, same branded product across retailers",Yes,Yes,Yes
13946,llm_verify,True,"All Sprite 150ml cans, same branded product across retailers",Yes,Yes,Yes
13952,llm_verify,True,"Arctic Caramel Latte Protein 330ml — same product, different naming convention at retailers",Yes,Yes,Yes
13985,llm_verify,False,Morrisons Indian Tonic Water vs Sainsbury's Gin and Tonic — different products (tonic water vs ready-mixed gin and tonic),No,Yes,Yes
14003,llm_verify,True,"Both Nurishment Strawberry Flavoured Milk 400g, same branded product",Yes,Yes,Yes
14042,llm_verify,False,PLJ Lemon Juice (branded) vs Tesco Lemon Juice (own-brand standard tier) — different product types and tier mismatch,No,Yes,No
14043,llm_verify,False,Morrisons Raspberry Sports Drink vs Sainsbury's/Tesco Raspberry Sorbet — different product types (sports drink vs sorbet),No,Yes,Yes
14050,llm_verify,True,"All strawberry flavoured still water, own-brand standard tier across retailers, within 15% variance",Yes,Yes,Yes
14055,llm_verify,False,Prime Hydration Tropical Punch (branded) vs Gatorade Tropical Burst/Punch (different brand) — different products,No,Yes,Yes
14068,llm_verify,True,All branded Lucozade Sport Raspberry 500ml drinks; identical core product across retailers.,Yes,Yes,Yes
14069,llm_verify,False,Sodastream Pepsi Blue (drink) vs Blue CO2 Gas Cylinder (refill cartridge) — different product types.,No,Yes,Yes
14078,llm_verify,True,All British pork loin steaks/medallions 400g; pack count differences do not affect Q1.,Yes,Yes,Yes
14080,llm_verify,False,Pork Sausages (whole sausages) vs Pork Sausage Meat (ground/minced) — different product types.,No,Yes,Yes
14090,llm_verify,True,All smoked back bacon rashers 500g total; pack format differences do not affect Q1.,Yes,Yes,Yes
14091,llm_verify,True,"All smoked gammon steaks; weight variance 11.1% within tolerance, pack count differences do not affect Q1.",Yes,Yes,Yes
14093,llm_verify,True,All premium-tier lamb grill/rump steaks 300g; same core product across retailers.,Yes,Yes,Yes
14095,llm_verify,True,All premium-tier unsmoked dry-cured back bacon; weight variance 9.1% within tolerance.,Yes,Yes,Yes
14097,llm_verify,True,All premium-tier smoked dry-cured back bacon; weight variance 9.1% within tolerance.,Yes,Yes,Yes
14109,llm_verify,True,All British chicken drumsticks 1kg; identical core product across retailers.,Yes,Yes,Yes
14113,llm_verify,True,"Same core product (breaded garlic chicken kyiv/kiev), standard tier own-brands, weight variance within tolerance.",Yes,Yes,Yes
14115,llm_verify,True,"Same core product (unsmoked gammon joint), standard tier own-brands, weight variance within tolerance.",Yes,Yes,Yes
14118,llm_verify,False,Different core products: beef sizzle steak vs beef grill steaks (different cut/preparation).,No,Yes,Yes
14123,llm_verify,True,"Same core product (chicken thigh fillets), standard tier own-brands, identical weight.",Yes,Yes,Yes
14129,llm_verify,True,"Same branded product (Heck Chicken Italia Sausage), identical weight, all branded so Q3 N/A.",Yes,Yes,Yes
14134,llm_verify,True,"Same core product (breaded chicken breast fillets x2), standard tier own-brands, weight variance within tolerance.",Yes,Yes,Yes
14135,llm_verify,True,"Same core product (medium whole chicken), standard tier own-brands, weight variance within tolerance.",Yes,Yes,Yes
14136,llm_verify,False,Different core products: beef topside joint vs beef roasting joint (different cuts).,No,Yes,Yes
14142,llm_verify,True,"Same core product (lean diced beef), standard tier own-brands, identical weight.",Yes,Yes,Yes
14147,llm_verify,False,Different core products: beef Denver steak vs beef rump steak (different cuts).,No,Yes,Yes
14161,llm_verify,True,"All standard-tier own-brand turkey breast mini fillets, 400g, identical core product.",Yes,Yes,Yes
14164,llm_verify,False,Different sausage variants: 'Proper Porker' vs 'Porky Black' indicate different recipes/flavours.,No,Yes,Yes
14166,llm_verify,False,Different pork cuts: Pork Shank Joint vs Pork Loin Steaks are not the same core product.,No,Yes,Yes
14172,llm_verify,False,Mr Crumb (standard/unknown) vs Tesco Finest (premium) = tier mismatch; also 'Wild Sage & Buttered Onion' differs from 'Sage & Onion'.,No,Yes,No
14179,llm_verify,False,Morrisons product is plain slow-cooked duck legs; Tesco includes 'With Redcurrant Jus' — different recipes.,No,Yes,Yes
14180,llm_verify,False,Different branded suppliers: The Lions Kingdom vs Kleinkaroo — not the same product.,No,Yes,Yes
14183,llm_verify,True,"All standard-tier own-brand asparagus spears, 250–275g, same core product within acceptable variance.",Yes,Yes,Yes
14189,llm_verify,False,Morrisons bag vs Sainsbury's single apple — different pack formats/quantities (not comparable units).,No,Yes,Yes
14199,llm_verify,True,"Both standard-tier own-brand apple snack packs, 80g, same core product.",Yes,Yes,Yes
14200,llm_verify,False,Morrisons 'Prepared Sprouts' vs Sainsbury's 'Brussels Sprouts' — prepared vs raw are different product types.,No,Yes,Yes
14201,llm_verify,False,Morrisons Egg Noodles is a different product type from Singapore Style Noodles,No,Yes,Yes
14202,llm_verify,True,"All Jazz Apples, pack count differences do not affect Q1",Yes,Yes,Yes
14205,llm_verify,True,"All Mediterranean Style Vegetables, same weight and tier",Yes,Yes,Yes
14206,llm_verify,False,Tesco Beetroot Salad is a different product from Bistro Salad,No,Yes,Yes
14208,llm_verify,False,Morrisons Herby Baby Potatoes differs from Sainsbury's Baby Potatoes with Herbs & Butter (different recipe/preparation),No,Yes,Yes
14213,llm_verify,True,"All British Apples, pack count differences do not affect Q1",Yes,Yes,Yes
14225,llm_verify,True,"All Strawberries 400g, promotional extra does not change core product",Yes,Yes,Yes
14230,llm_verify,True,"All Brussels Sprouts, same weight and tier",Yes,Yes,Yes
14237,llm_verify,True,"All Brown Onions 1kg, same weight and tier",Yes,Yes,Yes
14243,llm_verify,True,"All Little Gem Lettuce, pack count differences do not affect Q1",Yes,Yes,Yes
14246,llm_verify,False,Different tomato varieties: Sugardrop vs Sugarbelle are distinct cultivars,No,Yes,Yes
14247,llm_verify,True,"All standard-tier leeks, same weight, same product type",Yes,Yes,Yes
14249,llm_verify,False,"Tesco product is specifically 'Marmalade Oranges' (processing variety), others are generic oranges",No,Yes,Yes
14250,llm_verify,True,"All romaine lettuce hearts, pack count differences do not affect Q1, same tier",Yes,Yes,Yes
14256,llm_verify,False,"Morrisons is garlic pack (fresh produce), Tesco is garlic sauce (condiment) — different products",No,Yes,Yes
14258,llm_verify,True,"All fresh coriander bunches, marketing descriptors do not change core product, same tier",Yes,Yes,Yes
14259,llm_verify,True,"All sweetcorn cobettes, pack count differences irrelevant to Q1, same tier",Yes,Yes,Yes
14263,llm_verify,True,"All kiwi fruit packs, pack count differences irrelevant to Q1, same tier",Yes,Yes,Yes
14276,llm_verify,True,"All flat leaf parsley 100g, same product type and tier",Yes,Yes,Yes
14279,llm_verify,True,"All chantenay carrots 500g, same product type and tier",Yes,Yes,Yes
14283,llm_verify,False,Morrisons and Tesco list different products: pomegranate vs pomegranate seeds; Sainsbury's pomegranate is ambiguous but likely whole fruit. Core product type mismatch.,No,Yes,Yes
14284,llm_verify,False,Morrisons 2 cobs (whole corn) vs Sainsbury's 3×198g sweetcorn (pre-cut/processed kernels). Different product forms.,No,Yes,Yes
14295,llm_verify,False,Morrisons Olive Oil & Sea Salt vs Sainsbury's Black Pepper & Sea Salt. Different flavour variants; not the same core product.,No,Yes,Yes
14302,llm_verify,False,Morrisons Chicory (unspecified type) vs Sainsbury's Red Chicory. Colour/type specification mismatch suggests different varieties.,No,Yes,Yes
14315,llm_verify,True,"All fruit platters, 350g, same tier. Love Me Tender is a branded product line; core product type matches across retailers.",Yes,Yes,Yes
14323,llm_verify,False,"Two different Kellogg's product lines: Special K Crunchy Oat (ASDA, Sainsbury's) vs Crunchy Nut Fruit & Nut (Morrisons, Tesco). Different branded variants, not the same core product.",No,Yes,Yes
14331,llm_verify,True,"All Canderel granular/spoonful low-calorie sweetener, 75g. Minor naming variations (Granular vs Spoonful) are acceptable for same product type.",Yes,Yes,Yes
14334,llm_verify,True,"Both pitted green olives with red peppers, 70.1g, standard tier. Same core product.",Yes,Yes,Yes
14350,llm_verify,True,"All Beavertown Heavy Gravity IPA, 440ml cans. Minor naming variation (IPA vs Hazy IPA) acceptable; same branded product.",Yes,Yes,Yes
14354,llm_verify,False,Morrisons Sauvignon Blanc Rosé vs Sainsbury's Southlands Cool Climate Sauvignon Blanc Rosé. Different wine brands/producers; not the same product.,No,Yes,Yes
14387,llm_verify,True,"Same core product (spinach & pine nut pasta salad), same standard tier, weight variance within 15%",Yes,Yes,Yes
14394,llm_verify,False,Morrisons product is 'Bubblemint' but Tesco is 'Bubblemint Sugarfree' — different formulations,No,Yes,Yes
14395,llm_verify,True,"Same branded product (Cornetto Classic), pack count difference is not a Q1 factor, weight variance minimal",Yes,Yes,Yes
14410,llm_verify,True,"Same branded product (Fage Total 0% Fat Greek yogurt), identical weight, no variance",Yes,Yes,Yes
14420,llm_verify,True,"Same branded product (Warsteiner Premium Lager), minor size variance (1.5%) within tolerance",Yes,Yes,Yes
14436,llm_verify,False,Sainsbury's product is 'Tuna Drained & Ready Oil' (different preparation/packaging) vs others which are 'Tuna Steaks In Brine',No,Yes,Yes
14438,llm_verify,False,"Morrisons is single burger vs Tesco is 2-pack; pack count is not a Q1 factor, but product descriptions differ (singular vs plural/multi-pack specification suggests different product configurations)",No,Yes,Yes
14439,llm_verify,True,"Same core product (all-butter croissants, 4-pack), same standard tier, pack count is not a Q1 factor",Yes,Yes,Yes
14441,llm_verify,True,"Same core product (sourdough ciabatta rolls), both premium tier (The Best / Taste the Difference), size data unavailable but assumed comparable",Yes,Yes,Yes
14449,llm_verify,False,"Morrisons product is fresh Bramley Apples (produce), not pies; others are Bramley Apple Pies (baked goods) — different core product types",No,Yes,Yes
14453,llm_verify,False,Potato & Egg Salad vs Rich Potato Salad — different core recipes (egg component differs),No,Yes,Yes
14462,llm_verify,True,"All Cadbury Creme Egg, same branded product across retailers",Yes,Yes,Yes
14466,llm_verify,False,Beef Chilli vs Chilli Beef Wedges — different product types (loose chilli vs wedge format),No,Yes,No
14468,llm_verify,False,"Chicken Thighs vs Chicken Wings — different poultry cuts, not the same core product",No,Yes,Yes
14470,llm_verify,True,"Both Alpro Double Chocolate Mousse, same branded product (pack format difference only)",Yes,Yes,Yes
14474,llm_verify,True,"All Lindt Lindor Assorted, same branded product across retailers",Yes,Yes,Yes
14483,llm_verify,False,Sticky Toffee Yoghurt vs Sticky Toffee Tarts — different product types (yoghurt vs pastry),No,Yes,Yes
14505,llm_verify,True,"All Whipping Cream, same standard-tier own-brand product across retailers",Yes,Yes,Yes
14509,llm_verify,True,"All Raspberry Cheesecake, same standard-tier own-brand product across retailers",Yes,Yes,Yes
14510,llm_verify,True,"All Chocolate Cheesecake, same standard-tier own-brand product across retailers",Yes,Yes,Yes
14516,llm_verify,False,Cadbury Dairy Milk Buttons vs Cadbury Dairy Milk Giant Buttons — different product variants (standard vs giant),No,Yes,Yes
14518,llm_verify,True,"Both standard-tier own-brand milk chocolate eggs, same weight",Yes,Yes,Yes
14519,llm_verify,False,Monster Ultra Rosa (single 2L) vs Monster Ultra 4×500ml multipack — different pack formats and flavour variant,No,Yes,Yes
14520,llm_verify,False,Monster Ultra single/dual pack vs Monster Ultra 9×500ml multipack — different pack counts and formats,No,Yes,Yes
14522,llm_verify,False,Monster Aussie Style Lemonade vs Monster Energy Drink — different flavour variants,No,Yes,Yes
14523,llm_verify,True,"All Monster Pipeline Punch 500ml single cans, same product across retailers",Yes,Yes,Yes
14537,llm_verify,False,Cadbury Dairy Milk Creme Egg Mini vs Cadbury Dairy Milk Daim Mini Eggs — different flavour variants,No,Yes,Yes
14548,llm_verify,False,Terry's Chocolate Orange Easter Egg vs Terry's Chocolate Orange Easter Egg Exploding Candy — different product variants,No,Yes,Yes
14549,llm_verify,True,"All Cadbury Dairy Milk Chunky Ultimate Easter Egg 400g, same product across retailers",Yes,Yes,Yes
14551,llm_verify,True,"All Milkybar White Chocolate Easter Bunny, same product across retailers with minor weight variance",Yes,Yes,Yes
14562,llm_verify,True,"Both are Maltesers chocolate Easter bunnies in 5-packs; branded products, same core item",Yes,Yes,Yes
14600,llm_verify,False,Morrisons and Sainsbury's are Easter Cupcakes but Tesco is Easter Cookies—different product types,No,Yes,Yes
14602,llm_verify,False,"Cadbury Creme Egg Cakes vs Cadbury Creme Egg (standalone) vs Cadbury Creme Egg Nest Cakes—mixed product formats, not all the same core product",No,Yes,Yes
14608,llm_verify,False,Morrisons Hot Cross Buns vs Sainsbury's Hot Cross Bun Loaf—different product formats (individual buns vs loaf),No,Yes,Yes
14612,llm_verify,True,"All are Extra Cool Breeze Sugarfree Chewing Gum 10-piece packs; branded product, same core item",Yes,Yes,Yes
14614,llm_verify,True,"Both are Mackerel Fillets in Olive Oil 125g; own-brand standard tier, same product",Yes,Yes,Yes
14620,llm_verify,True,"Both are Apple Turnovers; own-brand standard tier, same core product despite pack count difference",Yes,Yes,Yes
14621,llm_verify,False,"Morrisons Vanilla Slice vs Sainsbury's Vanilla Icing vs Tesco Vanilla Creme Crown—different product names and formats, not the same core product",No,Yes,Yes
14627,llm_verify,False,Gu Salted Caramel Cheesecake vs Gu Free From Salted Caramel Cheesecake—different product variants (standard vs free-from),No,Yes,Yes
14633,llm_verify,True,"All are Digestive Biscuits 400g at value tier; own-brand products, same tier and core product",Yes,Yes,Yes
14637,llm_verify,True,"Same core product (anchovies), both standard-tier own-brand, weight variance 3.5% within tolerance",Yes,Yes,Yes
14639,llm_verify,False,"Tesco product is 'Have Faith' variant, not 'Guava Hazy' — different beer variant",No,Yes,Yes
14646,llm_verify,False,"Three different Marsala brands/producers (Florio, Pellegrino Garibaldi, Pellegrino Superiore) — not the same product",No,Yes,Yes
14649,llm_verify,True,"Same core product (Extra Blueberry Sugarfree Chewing Gum), pack count difference irrelevant to Q1, weight variance 0%",Yes,Yes,Yes
14657,llm_verify,True,"Same core product (white cabbage), all standard-tier own-brand, size data unavailable so Q2 = Yes",Yes,Yes,Yes
14658,llm_verify,False,Sainsbury's and Tesco list 'Red Cabbage Each' (fresh produce unit) vs Morrisons '450-1350g' range — different product specifications,No,Yes,Yes
14670,llm_verify,True,"Same core product (Chinese Leaf), all standard-tier own-brand, size data unavailable so Q2 = Yes",Yes,Yes,Yes
14672,llm_verify,True,"Same core product (papaya), both standard-tier own-brand, size data unavailable so Q2 = Yes",Yes,Yes,Yes
14673,llm_verify,False,Tesco product is 'Cooked Beetroot' while others are 'Bunched Beetroot' (raw) — different product type,No,Yes,Yes
14678,llm_verify,True,"Same core product (apple & strawberry), both standard-tier own-brand, size data unavailable so Q2 = Yes",Yes,Yes,Yes
14679,llm_verify,True,"All thyme bunches, standard tier own-brand across retailers",Yes,Yes,Yes
14682,llm_verify,True,"All decorate-your-own Madeira cakes, standard tier bakery products",Yes,Yes,Yes
14684,llm_verify,True,"Both 8-pack mini tortillas, standard tier own-brand",Yes,Yes,Yes
14693,llm_verify,True,"All Madeira cakes (celebration/party variants), standard tier bakery",Yes,Yes,Yes
14694,llm_verify,False,Morris the Caterpillar vs Eric the Caterpillar—different character-licensed products,No,Yes,Yes
14697,llm_verify,True,"Both Thorntons Indulgent chocolate cakes, branded products",Yes,Yes,Yes
14698,llm_verify,False,Barbie vs Bluey—different character-licensed celebration cakes,No,Yes,Yes
14709,llm_verify,True,"All Foster's Lager 10×440ml cans, branded product",Yes,Yes,Yes
14727,llm_verify,False,Peppa Pig vs Pokemon—different character-licensed celebration cakes,No,Yes,Yes
14732,llm_verify,False,Tropicana Original with Bits vs Pure Smooth—different product variants,No,Yes,Yes
14736,llm_verify,False,"Different core products: Morrisons is Salmon & Cheddar Melt; Sainsbury's is Salmon, Spinach & Cheddar En Croute (spinach addition makes it a different dish)",No,Yes,Yes
14761,llm_verify,False,Different cocoa percentages: Morrisons 52% vs Tesco 47% indicates different recipes,No,Yes,Yes
14762,llm_verify,True,"All unsmoked thick cut back bacon rashers, same tier, same weight",Yes,Yes,Yes
14763,llm_verify,True,"All smoked thick cut back bacon rashers 6-pack, same tier, same weight",Yes,Yes,Yes
14769,llm_verify,False,"Different brands with different tier status: Morrisons The Best (premium own-brand) vs The Jolly Hog (branded product, unknown tier)",No,Yes,No
14774,llm_verify,False,Different product specifications: Morrisons Cold Water Prawns (raw) vs Tesco Cooked Prawns (different preparation state),No,Yes,Yes
14787,llm_verify,True,"Both decorate-your-own celebration cakes, same tier, size data unavailable so assumed comparable",Yes,Yes,Yes
14788,llm_verify,True,"All Whispering Angel Côtes de Provence Rosé 750ml, same branded product across retailers",Yes,Yes,Yes
14802,llm_verify,True,"Both Dewar's Caribbean Smooth Blended Scotch Whisky 700ml, same branded product",Yes,Yes,Yes
14804,llm_verify,False,Different core products: Inch's Medium Apple Cider vs Cornish Rattler Apple Cider (different brands and product lines),No,Yes,Yes
14813,llm_verify,False,"Different character licenses (Paw Patrol vs My Little Pony) indicate different core products, not same product with variant toy",No,Yes,Yes
14817,llm_verify,False,Same branded product (Foster's Lager) but pack counts differ significantly (18-pack vs 4-pack); weight variance 77.8% exceeds 15% threshold,Yes,No,Yes
14819,llm_verify,False,Different Northern Monk beer variants (Aunt Bessies vs Lucy Ketchin IPA vs Faith in Futures X Tank Petrol IPA) are distinct products,No,Yes,Yes
14823,llm_verify,True,"All Rainbow Nerds candy, same core product across retailers; weight variance 1.2% within tolerance",Yes,Yes,Yes
14837,llm_verify,True,Same own-brand peach punnets at standard tier across retailers,Yes,Yes,Yes
14845,llm_verify,True,Same branded J.J. Whitley Artisanal Vodka 1L across retailers; weight variance 0%,Yes,Yes,Yes
14846,llm_verify,False,Morrisons lists as 'Spirit Drink' while Sainsbury's and Tesco list as 'Vodka'; different product classification indicates different core product,No,Yes,Yes
14850,llm_verify,False,Guylian Belgian Chocolate (unknown tier) vs Sainsbury's/Tesco Belgian Chocolate Eclairs (standard tier) are different products; tier mismatch,No,Yes,No
14851,llm_verify,True,Same Nutribrex Gluten Free Cereal 375g across retailers; pack count variance (x24 at Sainsbury's) is irrelevant to Q1; weight variance 0%,Yes,Yes,Yes
14854,llm_verify,False,Different BrewDog products: Morrisons 'Rum And Rattle' vs Sainsbury's/Tesco 'Rattle & Rum Oak Chip Stout' indicate different variants/recipes,No,Yes,Yes
14856,llm_verify,True,Same branded product (Angel Delight Butterscotch) across retailers; weight variance within tolerance.,Yes,Yes,Yes
14858,llm_verify,False,"Different wine variants: Côtes du Rhône Villages (Morrisons/Tesco) vs Bordeaux (Sainsbury's) — different appellations, different core products.",No,Yes,Yes
14863,llm_verify,True,Same branded product (Twinings English Breakfast Tea); weight variance within tolerance.,Yes,Yes,Yes
14867,llm_verify,True,Same branded product (Gordon's Premium Pink Gin) across retailers; all 70cl bottles.,Yes,Yes,Yes
14873,llm_verify,True,Same branded product (Gü Hot Chocolate Melting Middle Desserts); pack count difference irrelevant to Q1; weight variance within tolerance.,Yes,Yes,Yes
14874,llm_verify,True,Same branded product (Gü Spanish Lemon Cheesecake Dessert); pack count difference irrelevant to Q1; weight variance within tolerance.,Yes,Yes,Yes
14875,llm_verify,False,Different product variants: Gü Zillionaires' Chocolate vs Gü Free From Zillionaires Cheesecake — 'Free From' indicates different recipe/allergen profile.,No,Yes,Yes
14881,llm_verify,True,Same branded product (Rowntree's Tropical Tots) across retailers; identical weight.,Yes,Yes,Yes
14884,llm_verify,False,"Different product types: Mexican Chicken Breast Fillets vs Hunters Chicken Breast Fillets — different flavour profiles/recipes; also different own-brand ranges (Morrisons standard vs Tesco standard, but different product lines).",No,Yes,No
14890,llm_verify,False,Different product types: Morrisons Valentines Dozen (roses/flowers) vs Sainsbury's Valentines Macarons (confectionery) — not the same core product.,No,Yes,Yes
14901,llm_verify,True,"Same branded product (Pringles Sizzl'N Chilli & Lime), minor weight variance within tolerance.",Yes,Yes,Yes
14903,llm_verify,True,"Same core product (roast-in-bag whole chicken), all standard-tier own-brand, weight variance within 15%.",Yes,Yes,Yes
14916,llm_verify,True,"Same core product (strawberries), all standard-tier own-brand, weight variance within 15%.",Yes,Yes,Yes
14918,llm_verify,False,Different products: Peroni Nastro Azzurro Alcohol Free (single bottle) vs Peroni Nastro Azzurro 0.0% (4-pack); different pack formats indicate different product offerings.,No,Yes,Yes
14928,llm_verify,False,Different products: Morrisons Date Snack Pack vs Zott Monte Snack; different brands and product types.,No,Yes,Yes
14946,llm_verify,False,Different products: Shell On Walnuts vs Shelled Walnuts; fundamentally different product specifications.,No,Yes,Yes
14950,llm_verify,False,Different products: BrewDog Planet Pale Ale vs BrewDog Punk IPA; different beer styles/recipes.,No,Yes,Yes
14960,llm_verify,True,"Same core product (roasted tomatoes), both premium-tier own-brand, weight variance within 15%.",Yes,Yes,Yes
14969,llm_verify,False,Different products: McVitie's Hobnob Oaty Flapjacks vs McVitie's Hobnobs Choccy Flapjacks; chocolate variant differs from oaty variant.,No,Yes,Yes
14970,llm_verify,True,"Same branded product (Tarczynski Geesowska Polish Sausage), identical weight across all retailers.",Yes,Yes,Yes
14989,llm_verify,False,Streaky bacon vs back bacon are different product types,No,Yes,Yes
14992,llm_verify,True,"All BrewDog Planet Pale Ale, pack count differences do not affect Q1",Yes,Yes,Yes
14998,llm_verify,False,Freddo & Friends multi-pack vs Fingers Easter Egg are different products,No,Yes,Yes
14999,llm_verify,False,30% Less Sugar variant differs from standard Fruitilicious,No,Yes,Yes
15002,llm_verify,False,Chocolate Brownie variant differs from standard Dairy Milk bar,No,Yes,Yes
15005,llm_verify,False,Morrisons own-brand vs Moy Park branded vs Tesco own-brand are different product sources,No,Yes,Yes
15021,llm_verify,False,Vegan Beef Slices vs Roast Beef Style Slices are different product variants,No,Yes,Yes
15024,llm_verify,False,Lindt Teddy vs Lindor Heart are different product lines/shapes,No,Yes,Yes
15032,llm_verify,False,400 tablets vs 1200 tablets are different pack counts/product specifications,No,Yes,Yes
15034,llm_verify,True,"All prawn mayonnaise sandwiches, same tier across retailers",Yes,Yes,Yes
15035,llm_verify,False,"Q1 fails: Morrisons Ham & Cheese differs from Tesco Ham, Cheese & Coleslaw (different core recipe/ingredients)",No,Yes,Yes
15047,llm_verify,True,"All fresh sage, same weight, same tier",Yes,Yes,Yes
15050,llm_verify,True,"Both smooth pure orange juice 2L, same tier",Yes,Yes,Yes
15052,llm_verify,True,"All Maltesers milk chocolate Easter eggs (character/seasonal variants of same product), within variance",Yes,Yes,Yes
15060,llm_verify,False,Q1 fails: Cadbury Creme Egg is different product from Cadbury Wispa (different chocolate types),No,Yes,Yes
15072,llm_verify,True,Both Heinz baked beans in tomato sauce 415g (Beanz/Baked Beans are same product),Yes,Yes,Yes
15079,llm_verify,True,"All McVitie's Digestives Original, within variance",Yes,Yes,Yes
15082,llm_verify,False,Q1 fails: Cadbury Dairy Milk Fruit & Nut differs from plain Cadbury Dairy Milk (different recipe),No,Yes,Yes
